Rank,Rider,Rider No.,Team,Times,Gap,B,P,Stages,Year
51,JAKOB FUGLSANG,14,TEAM SAXO BANK,05h 20' 28'',+ 00h 00' 50'',,,1,2010
52,ROGER KLUGE,144,TEAM MILRAM,05h 20' 28'',+ 00h 00' 50'',,,1,2010
53,SIMON GERRANS,35,SKY PRO CYCLING,05h 20' 28'',+ 00h 00' 50'',,,1,2010
54,GRISCHA NIERMANN,197,RABOBANK,05h 20' 28'',+ 00h 00' 50'',,,1,2010
55,ROBERT GESINK,195,RABOBANK,05h 20' 29'',+ 00h 00' 51'',,,1,2010
56,ALEXANDR PLIUSCHIN,76,KATUSHA TEAM,05h 20' 29'',+ 00h 00' 51'',,,1,2010
57,CHRISTOPHER HORNER,23,TEAM RADIOSHACK,05h 20' 30'',+ 00h 00' 52'',,,1,2010
58,DAVID LE LAY,86,AG2R LA MONDIALE,05h 20' 30'',+ 00h 00' 52'',,,1,2010
59,CHRISTOPHE MOREAU,166,CAISSE D'EPARGNE,05h 20' 30'',+ 00h 00' 52'',,,1,2010
60,GERALD CIOLEK,142,TEAM MILRAM,05h 20' 30'',+ 00h 00' 52'',,,1,2010
61,FRANCESCO BELLOTTI,42,LIQUIGAS-DOIMO,05h 20' 31'',+ 00h 00' 53'',,,1,2010
62,CHRISTIAN KNEES,145,TEAM MILRAM,05h 20' 31'',+ 00h 00' 53'',,,1,2010
63,SÉBASTIEN TURGOT,158,BBOX BOUYGUES TELECOM,05h 20' 31'',+ 00h 00' 53'',,,1,2010
64,CHRISTOPHE RIBLON,89,AG2R LA MONDIALE,05h 20' 32'',+ 00h 00' 54'',,,1,2010
65,JOHAN VAN SUMMEREN,58,GARMIN - TRANSITIONS,05h 20' 32'',+ 00h 00' 54'',,,1,2010
66,BRAM TANKINK,198,RABOBANK,05h 20' 32'',+ 00h 00' 54'',,,1,2010
67,GEORGE HINCAPIE,126,BMC RACING TEAM,05h 20' 32'',+ 00h 00' 54'',,,1,2010
68,SERGIO MIGUEL MOREIRA PAULINHO,27,TEAM RADIOSHACK,05h 20' 32'',+ 00h 00' 54'',,,1,2010
69,CARLOS SASTRE,91,CERVELO TEST TEAM,05h 20' 32'',+ 00h 00' 54'',,,1,2010
70,IMANOL ERVITI,163,CAISSE D'EPARGNE,05h 20' 33'',+ 00h 00' 55'',,,1,2010
71,IVAN BASSO,41,LIQUIGAS-DOIMO,05h 20' 33'',+ 00h 00' 55'',,,1,2010
72,DRIES DEVENYNS,134,QUICK STEP,05h 20' 33'',+ 00h 00' 55'',,,1,2010
74,SAMUEL SANCHEZ,181,EUSKALTEL - EUSKADI,05h 20' 34'',+ 00h 00' 56'',,,1,2010
75,BERT GRABSCH,113,TEAM HTC - COLUMBIA,05h 20' 34'',+ 00h 00' 56'',,,1,2010
76,BRADLEY WIGGINS,31,SKY PRO CYCLING,05h 20' 34'',+ 00h 00' 56'',,,1,2010
77,CHRISTOPHE KERN,175,COFIDIS LE CREDIT EN LIGNE,05h 20' 34'',+ 00h 00' 56'',,,1,2010
78,FRANK SCHLECK,16,TEAM SAXO BANK,05h 20' 35'',+ 00h 00' 57'',,,1,2010
79,LUKE ROBERTS,146,TEAM MILRAM,05h 20' 35'',+ 00h 00' 57'',,,1,2010
80,ADAM JAMES HANSEN,114,TEAM HTC - COLUMBIA,05h 20' 35'',+ 00h 00' 57'',,,1,2010
81,GORKA VERDUGO,189,EUSKALTEL - EUSKADI,05h 20' 36'',+ 00h 00' 58'',,,1,2010
82,PAVEL BRUTT,72,KATUSHA TEAM,05h 20' 37'',+ 00h 00' 59'',,,1,2010
83,JENS VOIGT,19,TEAM SAXO BANK,05h 20' 37'',+ 00h 00' 59'',,,1,2010
84,JOSÉ IVAN GUTIERREZ PALACIOS,164,CAISSE D'EPARGNE,05h 20' 37'',+ 00h 00' 59'',,,1,2010
85,BENOÎT VAUGRENARD,69,FDJ,05h 20' 37'',+ 00h 00' 59'',,,1,2010
86,SEBASTIAN LANG,105,OMEGA PHARMA - LOTTO,05h 20' 37'',+ 00h 00' 59'',,,1,2010
87,MIRCO LORENZETTO,206,LAMPRE - FARNESE,05h 20' 37'',+ 00h 00' 59'',,,1,2010
88,SYLVAIN CHAVANEL,131,QUICK STEP,05h 20' 37'',+ 00h 00' 59'',,,1,2010
89,DANIEL MORENO FERNANDEZ,107,OMEGA PHARMA - LOTTO,05h 20' 38'',+ 00h 01' 00'',,,1,2010
90,CHRISTIAN VANDE VELDE,51,GARMIN - TRANSITIONS,05h 20' 38'',+ 00h 01' 00'',,,1,2010
91,ALESSANDRO BALLAN,122,BMC RACING TEAM,05h 20' 38'',+ 00h 01' 00'',,,1,2010
92,YAROSLAV POPOVYCH,28,TEAM RADIOSHACK,05h 20' 39'',+ 00h 01' 01'',,,1,2010
93,MARTIN ELMIGER,84,AG2R LA MONDIALE,05h 20' 39'',+ 00h 01' 01'',,,1,2010
94,JURGEN ROELANDTS,108,OMEGA PHARMA - LOTTO,05h 20' 40'',+ 00h 01' 02'',,,1,2010
95,RÉMI PAURIOL,179,COFIDIS LE CREDIT EN LIGNE,05h 20' 40'',+ 00h 01' 02'',,,1,2010
96,MICKAEL DELAGE,104,OMEGA PHARMA - LOTTO,05h 20' 41'',+ 00h 01' 03'',,,1,2010
97,ARKAITZ DURAN AROCA,214,FOOTON-SERVETTO,05h 20' 41'',+ 00h 01' 03'',,,1,2010
98,JULIEN EL FARES,174,COFIDIS LE CREDIT EN LIGNE,05h 20' 42'',+ 00h 01' 04'',,,1,2010
99,JOHANNES FRÖHLINGER,143,TEAM MILRAM,05h 20' 42'',+ 00h 01' 04'',,,1,2010
100,CHRISTOPHE LE MEVEL,61,FDJ,05h 20' 42'',+ 00h 01' 04'',,,1,2010
101,ALIAKSANDR KUSCHYNSKI,45,LIQUIGAS-DOIMO,05h 20' 42'',+ 00h 01' 04'',,,1,2010
102,DANILO HONDO,205,LAMPRE - FARNESE,05h 20' 43'',+ 00h 01' 05'',,,1,2010
103,MAURO SANTAMBROGIO,129,BMC RACING TEAM,05h 20' 43'',+ 00h 01' 05'',,,1,2010
104,MAXIME BOUET,82,AG2R LA MONDIALE,05h 20' 43'',+ 00h 01' 05'',,,1,2010
105,KEVIN DE WEERT,133,QUICK STEP,05h 20' 43'',+ 00h 01' 05'',,,1,2010
106,STUART O'GRADY,15,TEAM SAXO BANK,05h 20' 44'',+ 00h 01' 06'',,,1,2010
107,ANTHONY ROUX,66,FDJ,05h 20' 44'',+ 00h 01' 06'',,,1,2010
108,NICOLAS VOGONDY,159,BBOX BOUYGUES TELECOM,05h 20' 44'',+ 00h 01' 06'',,,1,2010
109,ROBBIE MC EWEN,75,KATUSHA TEAM,05h 20' 44'',+ 00h 01' 06'',,,1,2010
110,JUAN JOSÉ OROZ UGALDE,184,EUSKALTEL - EUSKADI,05h 20' 44'',+ 00h 01' 06'',,,1,2010
111,STEPHEN CUMMINGS,33,SKY PRO CYCLING,05h 20' 45'',+ 00h 01' 07'',,,1,2010
112,SAMUEL DUMOULIN,173,COFIDIS LE CREDIT EN LIGNE,05h 20' 45'',+ 00h 01' 07'',,,1,2010
113,JOAQUIN RODRIGUEZ OLIVER,77,KATUSHA TEAM,05h 20' 46'',+ 00h 01' 08'',,,1,2010
114,FRANCESCO REDA,136,QUICK STEP,05h 20' 46'',+ 00h 01' 08'',,,1,2010
115,BENJAMIN NOVAL GONZALEZ,7,ASTANA,05h 20' 46'',+ 00h 01' 08'',,,1,2010
116,MARK RENSHAW,117,TEAM HTC - COLUMBIA,05h 20' 46'',+ 00h 01' 08'',,,1,2010
117,KANSTANTSIN SIUTSOU,119,TEAM HTC - COLUMBIA,05h 20' 46'',+ 00h 01' 08'',,,1,2010
118,MICHAËL BARRY,32,SKY PRO CYCLING,05h 20' 46'',+ 00h 01' 08'',,,1,2010
119,SÉBASTIEN MINARD,176,COFIDIS LE CREDIT EN LIGNE,05h 20' 47'',+ 00h 01' 09'',,,1,2010
120,ANDY SCHLECK,11,TEAM SAXO BANK,05h 20' 47'',+ 00h 01' 09'',,,1,2010
121,IBAN MAYOZ,217,FOOTON-SERVETTO,05h 20' 47'',+ 00h 01' 09'',,,1,2010
122,THOMAS ROHREGGER,147,TEAM MILRAM,05h 20' 47'',+ 00h 01' 09'',,,1,2010
123,CYRIL GAUTIER,155,BBOX BOUYGUES TELECOM,05h 20' 47'',+ 00h 01' 09'',,,1,2010
124,CHARLES WEGELIUS,109,OMEGA PHARMA - LOTTO,05h 20' 48'',+ 00h 01' 10'',,,1,2010
125,MARK CAVENDISH,111,TEAM HTC - COLUMBIA,05h 20' 48'',+ 00h 01' 10'',,,1,2010
126,JUAN MANUEL GARATE,194,RABOBANK,05h 20' 48'',+ 00h 01' 10'',,,1,2010
127,SIMON SPILAK,209,LAMPRE - FARNESE,05h 20' 48'',+ 00h 01' 10'',,,1,2010
128,MARKUS EIBEGGER,215,FOOTON-SERVETTO,05h 20' 48'',+ 00h 01' 10'',,,1,2010
129,PAOLO TIRALONGO,8,ASTANA,05h 20' 48'',+ 00h 01' 10'',,,1,2010
130,KOOS MOERENHOUT,196,RABOBANK,05h 20' 48'',+ 00h 01' 10'',,,1,2010
131,BERNHARD EISEL,112,TEAM HTC - COLUMBIA,05h 20' 49'',+ 00h 01' 11'',,,1,2010
132,NICKI SORENSEN,18,TEAM SAXO BANK,05h 20' 50'',+ 00h 01' 12'',,,1,2010
133,GREGORY RAST,29,TEAM RADIOSHACK,05h 20' 50'',+ 00h 01' 12'',,,1,2010
134,OSCAR FREIRE,193,RABOBANK,05h 20' 50'',+ 00h 01' 12'',,,1,2010
135,BRIAN VANDBORG,49,LIQUIGAS-DOIMO,05h 20' 50'',+ 00h 01' 12'',,,1,2010
136,KARSTEN KROON,127,BMC RACING TEAM,05h 20' 51'',+ 00h 01' 13'',,,1,2010
137,JÉRÉMY HUNT,94,CERVELO TEST TEAM,05h 20' 51'',+ 00h 01' 13'',,,1,2010
138,DAMIANO CUNEGO,201,LAMPRE - FARNESE,05h 20' 51'',+ 00h 01' 13'',,,1,2010
139,PIERRICK FEDRIGO,154,BBOX BOUYGUES TELECOM,05h 20' 51'',+ 00h 01' 13'',,,1,2010
140,FABIO FELLINE,216,FOOTON-SERVETTO,05h 20' 51'',+ 00h 01' 13'',,,1,2010
141,ANTHONY CHARTEAU,153,BBOX BOUYGUES TELECOM,05h 20' 52'',+ 00h 01' 14'',,,1,2010
142,GREGA BOLE,202,LAMPRE - FARNESE,05h 20' 52'',+ 00h 01' 14'',,,1,2010
143,FRANCESCO GAVAZZI,204,LAMPRE - FARNESE,05h 20' 53'',+ 00h 01' 15'',,,1,2010
144,KEVIN SEELDRAYERS,137,QUICK STEP,05h 20' 54'',+ 00h 01' 16'',,,1,2010
145,MAURO DA DALTO,203,LAMPRE - FARNESE,05h 20' 54'',+ 00h 01' 16'',,,1,2010
146,MAXIM IGLINSKIY,5,ASTANA,05h 20' 54'',+ 00h 01' 16'',,,1,2010
147,STÉPHANE AUGE,172,COFIDIS LE CREDIT EN LIGNE,05h 20' 54'',+ 00h 01' 16'',,,1,2010
148,DANIEL NAVARRO GARCIA,6,ASTANA,05h 20' 54'',+ 00h 01' 16'',,,1,2010
149,MATTHIEU SPRICK,157,BBOX BOUYGUES TELECOM,05h 20' 55'',+ 00h 01' 17'',,,1,2010
150,JURGEN VAN DE WALLE,138,QUICK STEP,05h 20' 56'',+ 00h 01' 18'',,,1,2010
151,AMAEL MOINARD,177,COFIDIS LE CREDIT EN LIGNE,05h 20' 56'',+ 00h 01' 18'',,,1,2010
152,RAFAEL VALLS,219,FOOTON-SERVETTO,05h 20' 56'',+ 00h 01' 18'',,,1,2010
153,EROS CAPECCHI,211,FOOTON-SERVETTO,05h 20' 57'',+ 00h 01' 19'',,,1,2010
154,THOR HUSHOVD,95,CERVELO TEST TEAM,05h 20' 57'',+ 00h 01' 19'',,,1,2010
155,STIJN VANDENBERGH,78,KATUSHA TEAM,05h 20' 57'',+ 00h 01' 19'',,,1,2010
156,RÉMY DI GREGORIO,63,FDJ,05h 20' 57'',+ 00h 01' 19'',,,1,2010
157,MARIO AERTS,102,OMEGA PHARMA - LOTTO,05h 20' 57'',+ 00h 01' 19'',,,1,2010
158,CHRIS ANKER SORENSEN,17,TEAM SAXO BANK,05h 20' 57'',+ 00h 01' 19'',,,1,2010
159,SYLVESTER SZMYD,48,LIQUIGAS-DOIMO,05h 20' 58'',+ 00h 01' 20'',,,1,2010
160,LLOYD MONDORY,87,AG2R LA MONDIALE,05h 20' 58'',+ 00h 01' 20'',,,1,2010
161,DIMITRI CHAMPION,83,AG2R LA MONDIALE,05h 20' 58'',+ 00h 01' 20'',,,1,2010
162,INAKI ISASI,182,EUSKALTEL - EUSKADI,05h 20' 59'',+ 00h 01' 21'',,,1,2010
163,MATTHEW LLOYD,106,OMEGA PHARMA - LOTTO,05h 20' 59'',+ 00h 01' 21'',,,1,2010
164,EGOI MARTINEZ,183,EUSKALTEL - EUSKADI,05h 20' 59'',+ 00h 01' 21'',,,1,2010
165,VOLODYMIR GUSTOV,93,CERVELO TEST TEAM,05h 20' 59'',+ 00h 01' 21'',,,1,2010
166,ANTHONY GESLIN,64,FDJ,05h 21' 00'',+ 00h 01' 22'',,,1,2010
167,JOHN GADRET,85,AG2R LA MONDIALE,05h 21' 00'',+ 00h 01' 22'',,,1,2010
168,JULIAN DEAN,52,GARMIN - TRANSITIONS,05h 21' 00'',+ 00h 01' 22'',,,1,2010
169,MATTI BRESCHEL,12,TEAM SAXO BANK,05h 21' 00'',+ 00h 01' 22'',,,1,2010
170,AMETS TXURRUKA ANSOLA,187,EUSKALTEL - EUSKADI,05h 21' 00'',+ 00h 01' 22'',,,1,2010
171,YUKIYA ARASHIRO,152,BBOX BOUYGUES TELECOM,05h 21' 00'',+ 00h 01' 22'',,,1,2010
172,MARCUS BURGHARDT,124,BMC RACING TEAM,05h 21' 00'',+ 00h 01' 22'',,,1,2010
173,ALEXANDR KOLOBNEV,74,KATUSHA TEAM,05h 21' 01'',+ 00h 01' 23'',,,1,2010
174,DANIEL LLOYD,99,CERVELO TEST TEAM,05h 21' 01'',+ 00h 01' 23'',,,1,2010
175,JESUS ALBERTO HERNANDEZ BLAZQUEZ,4,ASTANA,05h 21' 02'',+ 00h 01' 24'',,,1,2010
176,SERGE PAUWELS,38,SKY PRO CYCLING,05h 21' 02'',+ 00h 01' 24'',,,1,2010
177,FRANCIS DE GREEF,103,OMEGA PHARMA - LOTTO,05h 21' 03'',+ 00h 01' 25'',,,1,2010
178,FABIAN WEGMANN,149,TEAM MILRAM,05h 21' 03'',+ 00h 01' 25'',,,1,2010
179,RINALDO NOCENTINI,88,AG2R LA MONDIALE,05h 21' 05'',+ 00h 01' 27'',,,1,2010
180,SERGUEI IVANOV,73,KATUSHA TEAM,05h 21' 06'',+ 00h 01' 28'',,,1,2010
181,PIERRE ROLLAND,156,BBOX BOUYGUES TELECOM,05h 21' 06'',+ 00h 01' 28'',,,1,2010
182,EDUARD VORGANOV,79,KATUSHA TEAM,05h 21' 07'',+ 00h 01' 29'',,,1,2010
183,THOMAS VOECKLER,151,BBOX BOUYGUES TELECOM,05h 21' 09'',+ 00h 01' 31'',,,1,2010
184,DAVID DE LA FUENTE,2,ASTANA,05h 21' 09'',+ 00h 01' 31'',,,1,2010
185,IVAN VELASCO,188,EUSKALTEL - EUSKADI,05h 21' 11'',+ 00h 01' 33'',,,1,2010
186,WESLEY SULZBERGER,68,FDJ,05h 21' 15'',+ 00h 01' 37'',,,1,2010
187,AITOR PEREZ ARRIETA,218,FOOTON-SERVETTO,05h 21' 16'',+ 00h 01' 38'',,,1,2010
188,RUBEN PEREZ MORENO,186,EUSKALTEL - EUSKADI,05h 21' 17'',+ 00h 01' 39'',,,1,2010
189,JOSÉ-ALBERTO BENITEZ,212,FOOTON-SERVETTO,05h 21' 18'',+ 00h 01' 40'',,,1,2010
190,MATHIEU PERGET,167,CAISSE D'EPARGNE,05h 21' 20'',+ 00h 01' 42'',,,1,2010
191,LARS BOOM,192,RABOBANK,05h 23' 42'',+ 00h 04' 04'',,,1,2010
192,MAARTEN WYNANTS,139,QUICK STEP,05h 23' 58'',+ 00h 04' 20'',,,1,2010
193,ANDREAS KLIER,96,CERVELO TEST TEAM,05h 24' 07'',+ 00h 04' 29'',,,1,2010
194,ALAN PEREZ LEZAUN,185,EUSKALTEL - EUSKADI,05h 24' 45'',+ 00h 05' 07'',,,1,2010
195,DMITRIY MURAVYEV,26,TEAM RADIOSHACK,05h 25' 18'',+ 00h 05' 40'',,,1,2010
1,SYLVAIN CHAVANEL,131,QUICK STEP,10h 01' 25'',-,,,2,2010
2,FABIAN CANCELLARA,13,TEAM SAXO BANK,10h 04' 22'',+ 00h 02' 57'',,,2,2010
3,TONY MARTIN,115,TEAM HTC - COLUMBIA,10h 04' 32'',+ 00h 03' 07'',,,2,2010
4,DAVID MILLAR,57,GARMIN - TRANSITIONS,10h 04' 42'',+ 00h 03' 17'',,,2,2010
6,GERAINT THOMAS,39,SKY PRO CYCLING,10h 04' 45'',+ 00h 03' 20'',,,2,2010
7,LEVI LEIPHEIMER,25,TEAM RADIOSHACK,10h 04' 50'',+ 00h 03' 25'',,,2,2010
8,EDVALD BOASSON-HAGEN,36,SKY PRO CYCLING,10h 04' 54'',+ 00h 03' 29'',,,2,2010
9,LINUS GERDEMANN,141,TEAM MILRAM,10h 04' 57'',+ 00h 03' 32'',,,2,2010
10,BRENT BOOKWALTER,123,BMC RACING TEAM,10h 04' 57'',+ 00h 03' 32'',,,2,2010
11,JANEZ BRAJKOVIC,22,TEAM RADIOSHACK,10h 04' 57'',+ 00h 03' 32'',,,2,2010
12,MICHAEL ROGERS,118,TEAM HTC - COLUMBIA,10h 04' 57'',+ 00h 03' 32'',,,2,2010
13,RUBEN PLAZA MOLINA,168,CAISSE D'EPARGNE,10h 04' 58'',+ 00h 03' 33'',,,2,2010
14,ANDREAS KLÖDEN,24,TEAM RADIOSHACK,10h 04' 58'',+ 00h 03' 33'',,,2,2010
15,ALEXANDRE VINOKOUROV,9,ASTANA,10h 05' 00'',+ 00h 03' 35'',,,2,2010
16,ROMAN KREUZIGER,44,LIQUIGAS-DOIMO,10h 05' 00'',+ 00h 03' 35'',,,2,2010
17,LUIS LEON SANCHEZ,161,CAISSE D'EPARGNE,10h 05' 01'',+ 00h 03' 36'',,,2,2010
18,CADEL EVANS,121,BMC RACING TEAM,10h 05' 01'',+ 00h 03' 36'',,,2,2010
19,ANDREY GRIVKO,3,ASTANA,10h 05' 02'',+ 00h 03' 37'',,,2,2010
21,VLADIMIR KARPETS,71,KATUSHA TEAM,10h 05' 02'',+ 00h 03' 37'',,,2,2010
22,MAXIME MONFORT,116,TEAM HTC - COLUMBIA,10h 05' 03'',+ 00h 03' 38'',,,2,2010
23,KRISTIJAN KOREN,43,LIQUIGAS-DOIMO,10h 05' 04'',+ 00h 03' 39'',,,2,2010
24,DANIEL OSS,46,LIQUIGAS-DOIMO,10h 05' 05'',+ 00h 03' 40'',,,2,2010
25,CARLOS BARREDO,132,QUICK STEP,10h 05' 08'',+ 00h 03' 43'',,,2,2010
26,JUAN ANTONIO FLECHA GIANNONI,34,SKY PRO CYCLING,10h 05' 08'',+ 00h 03' 43'',,,2,2010
27,RYDER HESJEDAL,54,GARMIN - TRANSITIONS,10h 05' 08'',+ 00h 03' 43'',,,2,2010
28,DAMIEN MONIER,178,COFIDIS LE CREDIT EN LIGNE,10h 05' 09'',+ 00h 03' 44'',,,2,2010
29,THOMAS LÖVKVIST,37,SKY PRO CYCLING,10h 05' 10'',+ 00h 03' 45'',,,2,2010
30,RUI COSTA,162,CAISSE D'EPARGNE,10h 05' 11'',+ 00h 03' 46'',,,2,2010
31,JÉRÔME PINEAU,135,QUICK STEP,10h 05' 11'',+ 00h 03' 46'',,,2,2010
32,JOSÉ ROJAS,169,CAISSE D'EPARGNE,10h 05' 11'',+ 00h 03' 46'',,,2,2010
33,JURGEN VAN DEN BROECK,101,OMEGA PHARMA - LOTTO,10h 05' 11'',+ 00h 03' 46'',,,2,2010
34,NICOLAS ROCHE,81,AG2R LA MONDIALE,10h 05' 11'',+ 00h 03' 46'',,,2,2010
35,MARTIJN MAASKANT,56,GARMIN - TRANSITIONS,10h 05' 11'',+ 00h 03' 46'',,,2,2010
36,MATTHIEU LADAGNOUS,65,FDJ,10h 05' 11'',+ 00h 03' 46'',,,2,2010
37,SANDY CASAR,62,FDJ,10h 05' 11'',+ 00h 03' 46'',,,2,2010
38,JAKOB FUGLSANG,14,TEAM SAXO BANK,10h 05' 12'',+ 00h 03' 47'',,,2,2010
39,SIMON GERRANS,35,SKY PRO CYCLING,10h 05' 12'',+ 00h 03' 47'',,,2,2010
40,GRISCHA NIERMANN,197,RABOBANK,10h 05' 12'',+ 00h 03' 47'',,,2,2010
41,ROBERT GESINK,195,RABOBANK,10h 05' 13'',+ 00h 03' 48'',,,2,2010
42,ALEXANDR PLIUSCHIN,76,KATUSHA TEAM,10h 05' 13'',+ 00h 03' 48'',,,2,2010
43,CHRISTOPHER HORNER,23,TEAM RADIOSHACK,10h 05' 14'',+ 00h 03' 49'',,,2,2010
44,DAVID LE LAY,86,AG2R LA MONDIALE,10h 05' 14'',+ 00h 03' 49'',,,2,2010
45,CHRISTOPHE MOREAU,166,CAISSE D'EPARGNE,10h 05' 14'',+ 00h 03' 49'',,,2,2010
46,FRANCESCO BELLOTTI,42,LIQUIGAS-DOIMO,10h 05' 15'',+ 00h 03' 50'',,,2,2010
47,CHRISTIAN KNEES,145,TEAM MILRAM,10h 05' 15'',+ 00h 03' 50'',,,2,2010
48,CHRISTOPHE RIBLON,89,AG2R LA MONDIALE,10h 05' 16'',+ 00h 03' 51'',,,2,2010
49,JOHAN VAN SUMMEREN,58,GARMIN - TRANSITIONS,10h 05' 16'',+ 00h 03' 51'',,,2,2010
50,BRAM TANKINK,198,RABOBANK,10h 05' 16'',+ 00h 03' 51'',,,2,2010
51,CARLOS SASTRE,91,CERVELO TEST TEAM,10h 05' 16'',+ 00h 03' 51'',,,2,2010
52,IMANOL ERVITI,163,CAISSE D'EPARGNE,10h 05' 17'',+ 00h 03' 52'',,,2,2010
53,IVAN BASSO,41,LIQUIGAS-DOIMO,10h 05' 17'',+ 00h 03' 52'',,,2,2010
55,SAMUEL SANCHEZ,181,EUSKALTEL - EUSKADI,10h 05' 18'',+ 00h 03' 53'',,,2,2010
56,BERT GRABSCH,113,TEAM HTC - COLUMBIA,10h 05' 18'',+ 00h 03' 53'',,,2,2010
57,BRADLEY WIGGINS,31,SKY PRO CYCLING,10h 05' 18'',+ 00h 03' 53'',,,2,2010
58,CHRISTOPHE KERN,175,COFIDIS LE CREDIT EN LIGNE,10h 05' 18'',+ 00h 03' 53'',,,2,2010
59,FRANK SCHLECK,16,TEAM SAXO BANK,10h 05' 19'',+ 00h 03' 54'',,,2,2010
60,LUKE ROBERTS,146,TEAM MILRAM,10h 05' 19'',+ 00h 03' 54'',,,2,2010
61,GORKA VERDUGO,189,EUSKALTEL - EUSKADI,10h 05' 20'',+ 00h 03' 55'',,,2,2010
62,JOSÉ IVAN GUTIERREZ PALACIOS,164,CAISSE D'EPARGNE,10h 05' 21'',+ 00h 03' 56'',,,2,2010
63,DANIEL MORENO FERNANDEZ,107,OMEGA PHARMA - LOTTO,10h 05' 22'',+ 00h 03' 57'',,,2,2010
64,ALESSANDRO BALLAN,122,BMC RACING TEAM,10h 05' 22'',+ 00h 03' 57'',,,2,2010
65,YAROSLAV POPOVYCH,28,TEAM RADIOSHACK,10h 05' 23'',+ 00h 03' 58'',,,2,2010
66,MARTIN ELMIGER,84,AG2R LA MONDIALE,10h 05' 23'',+ 00h 03' 58'',,,2,2010
67,JURGEN ROELANDTS,108,OMEGA PHARMA - LOTTO,10h 05' 24'',+ 00h 03' 59'',,,2,2010
68,RÉMI PAURIOL,179,COFIDIS LE CREDIT EN LIGNE,10h 05' 24'',+ 00h 03' 59'',,,2,2010
69,ARKAITZ DURAN AROCA,214,FOOTON-SERVETTO,10h 05' 25'',+ 00h 04' 00'',,,2,2010
70,JULIEN EL FARES,174,COFIDIS LE CREDIT EN LIGNE,10h 05' 26'',+ 00h 04' 01'',,,2,2010
71,JOHANNES FRÖHLINGER,143,TEAM MILRAM,10h 05' 26'',+ 00h 04' 01'',,,2,2010
72,CHRISTOPHE LE MEVEL,61,FDJ,10h 05' 26'',+ 00h 04' 01'',,,2,2010
73,ALIAKSANDR KUSCHYNSKI,45,LIQUIGAS-DOIMO,10h 05' 26'',+ 00h 04' 01'',,,2,2010
74,DANILO HONDO,205,LAMPRE - FARNESE,10h 05' 27'',+ 00h 04' 02'',,,2,2010
75,MAXIME BOUET,82,AG2R LA MONDIALE,10h 05' 27'',+ 00h 04' 02'',,,2,2010
76,KEVIN DE WEERT,133,QUICK STEP,10h 05' 27'',+ 00h 04' 02'',,,2,2010
77,NICOLAS VOGONDY,159,BBOX BOUYGUES TELECOM,10h 05' 28'',+ 00h 04' 03'',,,2,2010
78,ROBBIE MC EWEN,75,KATUSHA TEAM,10h 05' 28'',+ 00h 04' 03'',,,2,2010
79,STEPHEN CUMMINGS,33,SKY PRO CYCLING,10h 05' 29'',+ 00h 04' 04'',,,2,2010
80,JOAQUIN RODRIGUEZ OLIVER,77,KATUSHA TEAM,10h 05' 30'',+ 00h 04' 05'',,,2,2010
81,FRANCESCO REDA,136,QUICK STEP,10h 05' 30'',+ 00h 04' 05'',,,2,2010
82,BENJAMIN NOVAL GONZALEZ,7,ASTANA,10h 05' 30'',+ 00h 04' 05'',,,2,2010
83,KANSTANTSIN SIUTSOU,119,TEAM HTC - COLUMBIA,10h 05' 30'',+ 00h 04' 05'',,,2,2010
84,MICHAËL BARRY,32,SKY PRO CYCLING,10h 05' 30'',+ 00h 04' 05'',,,2,2010
85,ANDY SCHLECK,11,TEAM SAXO BANK,10h 05' 31'',+ 00h 04' 06'',,,2,2010
86,THOMAS ROHREGGER,147,TEAM MILRAM,10h 05' 31'',+ 00h 04' 06'',,,2,2010
87,CYRIL GAUTIER,155,BBOX BOUYGUES TELECOM,10h 05' 31'',+ 00h 04' 06'',,,2,2010
88,JUAN MANUEL GARATE,194,RABOBANK,10h 05' 32'',+ 00h 04' 07'',,,2,2010
89,MARKUS EIBEGGER,215,FOOTON-SERVETTO,10h 05' 32'',+ 00h 04' 07'',,,2,2010
90,PAOLO TIRALONGO,8,ASTANA,10h 05' 32'',+ 00h 04' 07'',,,2,2010
91,BERNHARD EISEL,112,TEAM HTC - COLUMBIA,10h 05' 33'',+ 00h 04' 08'',,,2,2010
92,OSCAR FREIRE,193,RABOBANK,10h 05' 34'',+ 00h 04' 09'',,,2,2010
93,KARSTEN KROON,127,BMC RACING TEAM,10h 05' 35'',+ 00h 04' 10'',,,2,2010
94,JÉRÉMY HUNT,94,CERVELO TEST TEAM,10h 05' 35'',+ 00h 04' 10'',,,2,2010
95,PIERRICK FEDRIGO,154,BBOX BOUYGUES TELECOM,10h 05' 35'',+ 00h 04' 10'',,,2,2010
96,ANTHONY CHARTEAU,153,BBOX BOUYGUES TELECOM,10h 05' 36'',+ 00h 04' 11'',,,2,2010
97,MAURO DA DALTO,203,LAMPRE - FARNESE,10h 05' 38'',+ 00h 04' 13'',,,2,2010
98,MAXIM IGLINSKIY,5,ASTANA,10h 05' 38'',+ 00h 04' 13'',,,2,2010
99,DANIEL NAVARRO GARCIA,6,ASTANA,10h 05' 38'',+ 00h 04' 13'',,,2,2010
100,MATTHIEU SPRICK,157,BBOX BOUYGUES TELECOM,10h 05' 39'',+ 00h 04' 14'',,,2,2010
