Rank,Rider,Rider No.,Team,Points,Unnamed: 5,Stages,Year,Times,B,P,Segment
2,RAFAL MAJKA,34,TINKOFF-SAXO,20 PTS,,14,2014,,,,Col d'Izoard (2 360 m) - Souvenir Henri Desgrange - 177 km
3,MIKEL NIEVE ITURRALDE,5,TEAM SKY,16 PTS,,14,2014,,,,Col d'Izoard (2 360 m) - Souvenir Henri Desgrange - 177 km
4,JESUS HERRADA,14,MOVISTAR TEAM,14 PTS,,14,2014,,,,Col d'Izoard (2 360 m) - Souvenir Henri Desgrange - 177 km
5,SIMON YATES,189,ORICA GREENEDGE,12 PTS,,14,2014,,,,Col d'Izoard (2 360 m) - Souvenir Henri Desgrange - 177 km
6,GERAINT THOMAS,8,TEAM SKY,10 PTS,,14,2014,,,,Col d'Izoard (2 360 m) - Souvenir Henri Desgrange - 177 km
7,ALESSANDRO DE MARCHI,53,CANNONDALE,8 PTS,,14,2014,,,,Col d'Izoard (2 360 m) - Souvenir Henri Desgrange - 177 km
8,JOSÉ SERPA,118,LAMPRE - MERIDA,6 PTS,,14,2014,,,,Col d'Izoard (2 360 m) - Souvenir Henri Desgrange - 177 km
9,STEVEN KRUIJSWIJK,64,BELKIN PRO CYCLING,4 PTS,,14,2014,,,,Col d'Izoard (2 360 m) - Souvenir Henri Desgrange - 177 km
10,AMAEL MOINARD,144,BMC RACING TEAM,2 PTS,,14,2014,,,,Col d'Izoard (2 360 m) - Souvenir Henri Desgrange - 177 km
1,RAFAL MAJKA,34,TINKOFF-SAXO,20 PTS,,14,2014,,,,- 177 km
2,VINCENZO NIBALI,41,ASTANA PRO TEAM,16 PTS,,14,2014,,,,- 177 km
3,JEAN-CHRISTOPHE PÉRAUD,81,AG2R LA MONDIALE,12 PTS,,14,2014,,,,- 177 km
4,THIBAUT PINOT,127,FDJ.FR,8 PTS,,14,2014,,,,- 177 km
5,ROMAIN BARDET,82,AG2R LA MONDIALE,4 PTS,,14,2014,,,,- 177 km
6,TEJAY VAN GARDEREN,141,BMC RACING TEAM,2 PTS,,14,2014,,,,- 177 km
1,RAFAL MAJKA,34,TINKOFF-SAXO,1 PTS,,16,2014,,,,- 237.5 km
1,MATTEO MONTAGUTI,88,AG2R LA MONDIALE,1 PTS,,16,2014,,,,- 237.5 km
1,THOMAS VOECKLER,159,TEAM EUROPCAR,5 PTS,,16,2014,,,,Col de Portet-d'Aspet (1 069 m) - 237.5 km
2,MICHAEL ROGERS,38,TINKOFF-SAXO,3 PTS,,16,2014,,,,Col de Portet-d'Aspet (1 069 m) - 237.5 km
3,JAN BAKELANTS,72,OMEGA PHARMA-QUICK STEP,2 PTS,,16,2014,,,,Col de Portet-d'Aspet (1 069 m) - 237.5 km
4,TOM-JELTE SLAGTER,98,GARMIN - SHARP,1 PTS,,16,2014,,,,Col de Portet-d'Aspet (1 069 m) - 237.5 km
1,THOMAS VOECKLER,159,TEAM EUROPCAR,2 PTS,,16,2014,,,,Col des Ares - 237.5 km
2,JOSÉ SERPA,118,LAMPRE - MERIDA,1 PTS,,16,2014,,,,Col des Ares - 237.5 km
1,JOSÉ SERPA,118,LAMPRE - MERIDA,25 PTS,,16,2014,,,,- 237.5 km
2,THOMAS VOECKLER,159,TEAM EUROPCAR,20 PTS,,16,2014,,,,- 237.5 km
3,MICHAEL ROGERS,38,TINKOFF-SAXO,16 PTS,,16,2014,,,,- 237.5 km
4,VASILI KIRYIENKA,3,TEAM SKY,14 PTS,,16,2014,,,,- 237.5 km
5,CYRIL GAUTIER,154,TEAM EUROPCAR,12 PTS,,16,2014,,,,- 237.5 km
6,GREG VAN AVERMAET,148,BMC RACING TEAM,10 PTS,,16,2014,,,,- 237.5 km
7,MATTEO MONTAGUTI,88,AG2R LA MONDIALE,8 PTS,,16,2014,,,,- 237.5 km
8,MICHAL KWIATKOWSKI,74,OMEGA PHARMA-QUICK STEP,6 PTS,,16,2014,,,,- 237.5 km
9,TOM-JELTE SLAGTER,98,GARMIN - SHARP,4 PTS,,16,2014,,,,- 237.5 km
10,TONY GALLOPIN,134,LOTTO-BELISOL,2 PTS,,16,2014,,,,- 237.5 km
1,JOAQUIM RODRIGUEZ,21,TEAM KATUSHA,10 PTS,,17,2014,,,,Col du Portillon - 124.5 km
2,NICOLAS ROCHE,37,TINKOFF-SAXO,8 PTS,,17,2014,,,,Col du Portillon - 124.5 km
3,KRISTIJAN ÐURASEK,113,LAMPRE - MERIDA,6 PTS,,17,2014,,,,Col du Portillon - 124.5 km
4,ALESSANDRO DE MARCHI,53,CANNONDALE,4 PTS,,17,2014,,,,Col du Portillon - 124.5 km
5,BAUKE MOLLEMA,61,BELKIN PRO CYCLING,2 PTS,,17,2014,,,,Col du Portillon - 124.5 km
6,REIN TAARAMÄE,179,"COFIDIS, SOLUTIONS CREDITS",1 PTS,,17,2014,,,,Col du Portillon - 124.5 km
1,VASILI KIRYIENKA,3,TEAM SKY,10 PTS,,17,2014,,,,Col de Peyresourde - 124.5 km
2,NICOLAS ROCHE,37,TINKOFF-SAXO,8 PTS,,17,2014,,,,Col de Peyresourde - 124.5 km
3,JESUS HERRADA,14,MOVISTAR TEAM,6 PTS,,17,2014,,,,Col de Peyresourde - 124.5 km
4,JOAQUIM RODRIGUEZ,21,TEAM KATUSHA,4 PTS,,17,2014,,,,Col de Peyresourde - 124.5 km
5,RAFAL MAJKA,34,TINKOFF-SAXO,2 PTS,,17,2014,,,,Col de Peyresourde - 124.5 km
6,ION IZAGIRRE INSAUSTI,16,MOVISTAR TEAM,1 PTS,,17,2014,,,,Col de Peyresourde - 124.5 km
1,JOAQUIM RODRIGUEZ,21,TEAM KATUSHA,10 PTS,,17,2014,,,,Col de Val Louron-Azet (1 580 m) - 124.5 km
2,RAFAL MAJKA,34,TINKOFF-SAXO,8 PTS,,17,2014,,,,Col de Val Louron-Azet (1 580 m) - 124.5 km
3,ION IZAGIRRE INSAUSTI,16,MOVISTAR TEAM,6 PTS,,17,2014,,,,Col de Val Louron-Azet (1 580 m) - 124.5 km
4,BAUKE MOLLEMA,61,BELKIN PRO CYCLING,4 PTS,,17,2014,,,,Col de Val Louron-Azet (1 580 m) - 124.5 km
5,PETER VELITS,149,BMC RACING TEAM,2 PTS,,17,2014,,,,Col de Val Louron-Azet (1 580 m) - 124.5 km
6,AMAEL MOINARD,144,BMC RACING TEAM,1 PTS,,17,2014,,,,Col de Val Louron-Azet (1 580 m) - 124.5 km
1,RAFAL MAJKA,34,TINKOFF-SAXO,50 PTS,,17,2014,,,,- 124.5 km
2,GIOVANNI VISCONTI,19,MOVISTAR TEAM,40 PTS,,17,2014,,,,- 124.5 km
3,VINCENZO NIBALI,41,ASTANA PRO TEAM,32 PTS,,17,2014,,,,- 124.5 km
4,JEAN-CHRISTOPHE PÉRAUD,81,AG2R LA MONDIALE,28 PTS,,17,2014,,,,- 124.5 km
5,ALESSANDRO DE MARCHI,53,CANNONDALE,24 PTS,,17,2014,,,,- 124.5 km
6,PIERRE ROLLAND,151,TEAM EUROPCAR,20 PTS,,17,2014,,,,- 124.5 km
7,FRANK SCHLECK,161,TREK FACTORY RACING,16 PTS,,17,2014,,,,- 124.5 km
8,BAUKE MOLLEMA,61,BELKIN PRO CYCLING,12 PTS,,17,2014,,,,- 124.5 km
9,NICOLAS ROCHE,37,TINKOFF-SAXO,8 PTS,,17,2014,,,,- 124.5 km
10,ALEJANDRO VALVERDE,11,MOVISTAR TEAM,4 PTS,,17,2014,,,,- 124.5 km
1,BARTOSZ HUZARSKI,205,TEAM NETAPP-ENDURA,2 PTS,,18,2014,,,,- 145.5 km
2,KÉVIN REZA,158,TEAM EUROPCAR,1 PTS,,18,2014,,,,- 145.5 km
1,LARS BOOM,62,BELKIN PRO CYCLING,2 PTS,,18,2014,,,,- 145.5 km
2,BARTOSZ HUZARSKI,205,TEAM NETAPP-ENDURA,1 PTS,,18,2014,,,,- 145.5 km
1,BLEL KADRI,86,AG2R LA MONDIALE,25 PTS,,18,2014,,,,Col du Tourmalet (2 115 m) Souvenir Jacques Goddet - 145.5 km
2,MIKEL NIEVE ITURRALDE,5,TEAM SKY,20 PTS,,18,2014,,,,Col du Tourmalet (2 115 m) Souvenir Jacques Goddet - 145.5 km
3,YURY TROFIMOV,29,TEAM KATUSHA,16 PTS,,18,2014,,,,Col du Tourmalet (2 115 m) Souvenir Jacques Goddet - 145.5 km
4,BARTOSZ HUZARSKI,205,TEAM NETAPP-ENDURA,14 PTS,,18,2014,,,,Col du Tourmalet (2 115 m) Souvenir Jacques Goddet - 145.5 km
5,ALESSANDRO DE MARCHI,53,CANNONDALE,12 PTS,,18,2014,,,,Col du Tourmalet (2 115 m) Souvenir Jacques Goddet - 145.5 km
6,JULIEN SIMON,178,"COFIDIS, SOLUTIONS CREDITS",10 PTS,,18,2014,,,,Col du Tourmalet (2 115 m) Souvenir Jacques Goddet - 145.5 km
7,DANIEL OSS,145,BMC RACING TEAM,8 PTS,,18,2014,,,,Col du Tourmalet (2 115 m) Souvenir Jacques Goddet - 145.5 km
8,JAN BAKELANTS,72,OMEGA PHARMA-QUICK STEP,6 PTS,,18,2014,,,,Col du Tourmalet (2 115 m) Souvenir Jacques Goddet - 145.5 km
9,ION IZAGIRRE INSAUSTI,16,MOVISTAR TEAM,4 PTS,,18,2014,,,,Col du Tourmalet (2 115 m) Souvenir Jacques Goddet - 145.5 km
10,JESUS HERRADA,14,MOVISTAR TEAM,2 PTS,,18,2014,,,,Col du Tourmalet (2 115 m) Souvenir Jacques Goddet - 145.5 km
1,VINCENZO NIBALI,41,ASTANA PRO TEAM,50 PTS,,18,2014,,,,- 145.5 km
2,THIBAUT PINOT,127,FDJ.FR,40 PTS,,18,2014,,,,- 145.5 km
3,RAFAL MAJKA,34,TINKOFF-SAXO,32 PTS,,18,2014,,,,- 145.5 km
4,JEAN-CHRISTOPHE PÉRAUD,81,AG2R LA MONDIALE,28 PTS,,18,2014,,,,- 145.5 km
5,TEJAY VAN GARDEREN,141,BMC RACING TEAM,24 PTS,,18,2014,,,,- 145.5 km
6,ROMAIN BARDET,82,AG2R LA MONDIALE,20 PTS,,18,2014,,,,- 145.5 km
7,BAUKE MOLLEMA,61,BELKIN PRO CYCLING,16 PTS,,18,2014,,,,- 145.5 km
8,LEOPOLD KONIG,201,TEAM NETAPP-ENDURA,12 PTS,,18,2014,,,,- 145.5 km
9,HAIMAR ZUBELDIA,169,TREK FACTORY RACING,8 PTS,,18,2014,,,,- 145.5 km
10,ALEJANDRO VALVERDE,11,MOVISTAR TEAM,4 PTS,,18,2014,,,,- 145.5 km
1,TOM-JELTE SLAGTER,98,GARMIN - SHARP,1 PTS,,19,2014,,,,- 208.5 km
1,DMITRIY GRUZDEV,44,ASTANA PRO TEAM,1 PTS,,21,2014,,,,- 137.5 km
1,MICHAEL SCHÄR,67,BMC RACING TEAM,1 PTS,,3,2015,,,,Côte d'Ereffe - 153.5 km
1,RAFAL MAJKA,45,TINKOFF-SAXO,1 PTS,,3,2015,,,,- 153.5 km
1,JOAQUIN RODRIGUEZ OLIVER,91,TEAM KATUSHA,2 PTS,,3,2015,,,,HUY - Mur de Huy - 153.5 km
2,CHRIS FROOME,31,TEAM SKY,1 PTS,,3,2015,,,,HUY - Mur de Huy - 153.5 km
1,THOMAS DE GENDT,73,LOTTO-SOUDAL,1 PTS,,4,2015,,,,Côte de la Citadelle de Namur - 223.5 km
1,DANIEL TEKLEHAIMANOT,219,MTN-QHUBEKA,1 PTS,,6,2015,,,,Côte de Dieppe - 191.5 km
1,DANIEL TEKLEHAIMANOT,219,MTN-QHUBEKA,1 PTS,,6,2015,,,,Côte de Pourville-sur-Mer - 191.5 km
1,DANIEL TEKLEHAIMANOT,219,MTN-QHUBEKA,1 PTS,,6,2015,,,,- 191.5 km
1,DANIEL TEKLEHAIMANOT,219,MTN-QHUBEKA,1 PTS,,7,2015,,,,- 190.5 km
1,ROMAIN SICARD,127,TEAM EUROPCAR,1 PTS,,8,2015,,,,Col du Mont Bel-Air - 181.5 km
1,ALEXIS VUILLERMOZ,19,AG2R LA MONDIALE,2 PTS,,8,2015,,,,- 181.5 km
2,DANIEL MARTIN,167,TEAM CANNONDALE-GARMIN,1 PTS,,8,2015,,,,- 181.5 km
1,KENNETH VANBILSEN,179,"COFIDIS, SOLUTIONS CREDITS",1 PTS,,10,2015,,,,- 167 km
1,KENNETH VANBILSEN,179,"COFIDIS, SOLUTIONS CREDITS",1 PTS,,10,2015,,,,- 167 km
1,KENNETH VANBILSEN,179,"COFIDIS, SOLUTIONS CREDITS",1 PTS,,10,2015,,,,- 167 km
1,CHRIS FROOME,31,TEAM SKY,50 PTS,,10,2015,,,,LA PIERRE-SAINT-MARTIN (1 610 m) - 167 km
2,RICHIE PORTE,35,TEAM SKY,40 PTS,,10,2015,,,,LA PIERRE-SAINT-MARTIN (1 610 m) - 167 km
3,NAIRO QUINTANA,51,MOVISTAR TEAM,32 PTS,,10,2015,,,,LA PIERRE-SAINT-MARTIN (1 610 m) - 167 km
4,ROBERT GESINK,131,TEAM LOTTO NL - JUMBO,28 PTS,,10,2015,,,,LA PIERRE-SAINT-MARTIN (1 610 m) - 167 km
5,ALEJANDRO VALVERDE,59,MOVISTAR TEAM,24 PTS,,10,2015,,,,LA PIERRE-SAINT-MARTIN (1 610 m) - 167 km
6,GERAINT THOMAS,39,TEAM SKY,20 PTS,,10,2015,,,,LA PIERRE-SAINT-MARTIN (1 610 m) - 167 km
7,ADAM YATES,108,ORICA GREENEDGE,16 PTS,,10,2015,,,,LA PIERRE-SAINT-MARTIN (1 610 m) - 167 km
8,PIERRE ROLLAND,121,TEAM EUROPCAR,12 PTS,,10,2015,,,,LA PIERRE-SAINT-MARTIN (1 610 m) - 167 km
9,TONY GALLOPIN,71,LOTTO-SOUDAL,8 PTS,,10,2015,,,,LA PIERRE-SAINT-MARTIN (1 610 m) - 167 km
10,TEJAY VAN GARDEREN,61,BMC RACING TEAM,4 PTS,,10,2015,,,,LA PIERRE-SAINT-MARTIN (1 610 m) - 167 km
1,THOMAS VOECKLER,129,TEAM EUROPCAR,2 PTS,,11,2015,,,,- 188 km
2,DANIEL MARTIN,167,TEAM CANNONDALE-GARMIN,1 PTS,,11,2015,,,,- 188 km
1,STEVE MORABITO,27,FDJ,1 PTS,,11,2015,,,,- 188 km
1,DANIEL TEKLEHAIMANOT,219,MTN-QHUBEKA,2 PTS,,11,2015,,,,- 188 km
2,THOMAS VOECKLER,129,TEAM EUROPCAR,1 PTS,,11,2015,,,,- 188 km
1,DANIEL MARTIN,167,TEAM CANNONDALE-GARMIN,10 PTS,,11,2015,,,,Col d'Aspin (1 490 m) - 188 km
2,THOMAS VOECKLER,129,TEAM EUROPCAR,8 PTS,,11,2015,,,,Col d'Aspin (1 490 m) - 188 km
3,SERGE PAUWELS,218,MTN-QHUBEKA,6 PTS,,11,2015,,,,Col d'Aspin (1 490 m) - 188 km
4,RAFAL MAJKA,45,TINKOFF-SAXO,4 PTS,,11,2015,,,,Col d'Aspin (1 490 m) - 188 km
5,JULIEN SIMON,177,"COFIDIS, SOLUTIONS CREDITS",2 PTS,,11,2015,,,,Col d'Aspin (1 490 m) - 188 km
6,STEVE MORABITO,27,FDJ,1 PTS,,11,2015,,,,Col d'Aspin (1 490 m) - 188 km
1,RAFAL MAJKA,45,TINKOFF-SAXO,25 PTS,,11,2015,,,,Col du Tourmalet (2 115 m) Souvenir Jacques Goddet - 188 km
2,SERGE PAUWELS,218,MTN-QHUBEKA,20 PTS,,11,2015,,,,Col du Tourmalet (2 115 m) Souvenir Jacques Goddet - 188 km
3,EMANUEL BUCHMANN,194,BORA-ARGON 18,16 PTS,,11,2015,,,,Col du Tourmalet (2 115 m) Souvenir Jacques Goddet - 188 km
4,DANIEL MARTIN,167,TEAM CANNONDALE-GARMIN,14 PTS,,11,2015,,,,Col du Tourmalet (2 115 m) Souvenir Jacques Goddet - 188 km
5,THOMAS VOECKLER,129,TEAM EUROPCAR,12 PTS,,11,2015,,,,Col du Tourmalet (2 115 m) Souvenir Jacques Goddet - 188 km
6,JULIEN SIMON,177,"COFIDIS, SOLUTIONS CREDITS",10 PTS,,11,2015,,,,Col du Tourmalet (2 115 m) Souvenir Jacques Goddet - 188 km
7,STEVE MORABITO,27,FDJ,8 PTS,,11,2015,,,,Col du Tourmalet (2 115 m) Souvenir Jacques Goddet - 188 km
8,CHRIS FROOME,31,TEAM SKY,6 PTS,,11,2015,,,,Col du Tourmalet (2 115 m) Souvenir Jacques Goddet - 188 km
9,PIERRE ROLLAND,121,TEAM EUROPCAR,4 PTS,,11,2015,,,,Col du Tourmalet (2 115 m) Souvenir Jacques Goddet - 188 km
10,GERAINT THOMAS,39,TEAM SKY,2 PTS,,11,2015,,,,Col du Tourmalet (2 115 m) Souvenir Jacques Goddet - 188 km
1,RAFAL MAJKA,45,TINKOFF-SAXO,2 PTS,,11,2015,,,,- 188 km
2,DANIEL MARTIN,167,TEAM CANNONDALE-GARMIN,1 PTS,,11,2015,,,,- 188 km
1,GEORG PREIDLER,87,TEAM GIANT-ALPECIN,5 PTS,,12,2015,,,,Col de Portet-d'Aspet (1 069 m) - 195 km
2,JÉRÉMY ROY,28,FDJ,3 PTS,,12,2015,,,,Col de Portet-d'Aspet (1 069 m) - 195 km
3,LIEUWE WESTRA,9,ASTANA PRO TEAM,2 PTS,,12,2015,,,,Col de Portet-d'Aspet (1 069 m) - 195 km
4,ANTHONY DELAPLACE,203,BRETAGNE - SECHE ENVIRONNEMENT,1 PTS,,12,2015,,,,Col de Portet-d'Aspet (1 069 m) - 195 km
1,KRISTIJAN ÐURASEK,154,LAMPRE - MERIDA,10 PTS,,12,2015,,,,Col de la Core (1 389 m) - 195 km
2,GEORG PREIDLER,87,TEAM GIANT-ALPECIN,8 PTS,,12,2015,,,,Col de la Core (1 389 m) - 195 km
3,MIKAEL CHEREL,14,AG2R LA MONDIALE,6 PTS,,12,2015,,,,Col de la Core (1 389 m) - 195 km
4,MATTHIEU LADAGNOUS,26,FDJ,4 PTS,,12,2015,,,,Col de la Core (1 389 m) - 195 km
5,SYLVAIN CHAVANEL,183,IAM CYCLING,2 PTS,,12,2015,,,,Col de la Core (1 389 m) - 195 km
6,ROMAIN BARDET,12,AG2R LA MONDIALE,1 PTS,,12,2015,,,,Col de la Core (1 389 m) - 195 km
1,MICHAL KWIATKOWSKI,111,ETIXX-QUICK STEP,10 PTS,,12,2015,,,,Port de Lers (1 517 m) - 195 km
2,SEP VANMARCKE,139,TEAM LOTTO NL - JUMBO,8 PTS,,12,2015,,,,Port de Lers (1 517 m) - 195 km
3,MIKAEL CHEREL,14,AG2R LA MONDIALE,6 PTS,,12,2015,,,,Port de Lers (1 517 m) - 195 km
4,LOUIS MEINTJES,217,MTN-QHUBEKA,4 PTS,,12,2015,,,,Port de Lers (1 517 m) - 195 km
5,ROMAIN BARDET,12,AG2R LA MONDIALE,2 PTS,,12,2015,,,,Port de Lers (1 517 m) - 195 km
6,JAKOB FUGLSANG,3,ASTANA PRO TEAM,1 PTS,,12,2015,,,,Port de Lers (1 517 m) - 195 km
1,JOAQUIN RODRIGUEZ OLIVER,91,TEAM KATUSHA,50 PTS,,12,2015,,,,PLATEAU DE BEILLE (1 780 m) - 195 km
2,JAKOB FUGLSANG,3,ASTANA PRO TEAM,40 PTS,,12,2015,,,,PLATEAU DE BEILLE (1 780 m) - 195 km
3,ROMAIN BARDET,12,AG2R LA MONDIALE,32 PTS,,12,2015,,,,PLATEAU DE BEILLE (1 780 m) - 195 km
4,GORKA IZAGIRRE INSAUSTI,57,MOVISTAR TEAM,28 PTS,,12,2015,,,,PLATEAU DE BEILLE (1 780 m) - 195 km
5,LOUIS MEINTJES,217,MTN-QHUBEKA,24 PTS,,12,2015,,,,PLATEAU DE BEILLE (1 780 m) - 195 km
6,JAN BARTA,192,BORA-ARGON 18,20 PTS,,12,2015,,,,PLATEAU DE BEILLE (1 780 m) - 195 km
7,ROMAIN SICARD,127,TEAM EUROPCAR,16 PTS,,12,2015,,,,PLATEAU DE BEILLE (1 780 m) - 195 km
8,MIKAEL CHEREL,14,AG2R LA MONDIALE,12 PTS,,12,2015,,,,PLATEAU DE BEILLE (1 780 m) - 195 km
9,ALEJANDRO VALVERDE,59,MOVISTAR TEAM,8 PTS,,12,2015,,,,PLATEAU DE BEILLE (1 780 m) - 195 km
10,CHRIS FROOME,31,TEAM SKY,4 PTS,,12,2015,,,,PLATEAU DE BEILLE (1 780 m) - 195 km
1,THOMAS DE GENDT,73,LOTTO-SOUDAL,2 PTS,,13,2015,,,,- 198.5 km
2,ALEXANDRE GENIEZ,25,FDJ,1 PTS,,13,2015,,,,- 198.5 km
1,ALEXANDRE GENIEZ,25,FDJ,1 PTS,,13,2015,,,,- 198.5 km
1,WILCO KELDERMAN,132,TEAM LOTTO NL - JUMBO,1 PTS,,13,2015,,,,- 198.5 km
1,BARTOSZ HUZARSKI,196,BORA-ARGON 18,1 PTS,,14,2015,,,,- 178.5 km
1,MATTHIEU LADAGNOUS,26,FDJ,5 PTS,,14,2015,,,,- 178.5 km
2,JÉRÉMY ROY,28,FDJ,3 PTS,,14,2015,,,,- 178.5 km
3,JAN BAKELANTS,13,AG2R LA MONDIALE,2 PTS,,14,2015,,,,- 178.5 km
4,JARLINSON PANTANO GOMEZ,188,IAM CYCLING,1 PTS,,14,2015,,,,- 178.5 km
1,KRISTIJAN KOREN,165,TEAM CANNONDALE-GARMIN,1 PTS,,14,2015,,,,Côte de Chabrits - 178.5 km
1,THIBAUT PINOT,21,FDJ,5 PTS,,14,2015,,,,- 178.5 km
2,ROMAIN BARDET,12,AG2R LA MONDIALE,3 PTS,,14,2015,,,,- 178.5 km
3,STEPHEN CUMMINGS,212,MTN-QHUBEKA,2 PTS,,14,2015,,,,- 178.5 km
4,RIGOBERTO URAN,118,ETIXX-QUICK STEP,1 PTS,,14,2015,,,,- 178.5 km
1,SERGE PAUWELS,218,MTN-QHUBEKA,2 PTS,,15,2015,,,,- 183 km
2,LIEUWE WESTRA,9,ASTANA PRO TEAM,1 PTS,,15,2015,,,,- 183 km
1,THIBAUT PINOT,21,FDJ,1 PTS,,15,2015,,,,Col du Bez - 183 km
1,MICHAEL ROGERS,46,TINKOFF-SAXO,1 PTS,,15,2015,,,,Col de la Croix de Bauzon - 183 km
1,THIBAUT PINOT,21,FDJ,5 PTS,,15,2015,,,,Col de l'Escrinet (787 m) - 183 km
2,RYDER HESJEDAL,164,TEAM CANNONDALE-GARMIN,3 PTS,,15,2015,,,,Col de l'Escrinet (787 m) - 183 km
3,MICHAL KWIATKOWSKI,111,ETIXX-QUICK STEP,2 PTS,,15,2015,,,,Col de l'Escrinet (787 m) - 183 km
4,MATTEO TRENTIN,117,ETIXX-QUICK STEP,1 PTS,,15,2015,,,,Col de l'Escrinet (787 m) - 183 km
1,SERGE PAUWELS,218,MTN-QHUBEKA,5 PTS,,16,2015,,,,Col de Cabre (1 180 m) - 201 km
2,THOMAS DE GENDT,73,LOTTO-SOUDAL,3 PTS,,16,2015,,,,Col de Cabre (1 180 m) - 201 km
3,EDVALD BOASSON-HAGEN,211,MTN-QHUBEKA,2 PTS,,16,2015,,,,Col de Cabre (1 180 m) - 201 km
4,MARCO HALLER,94,TEAM KATUSHA,1 PTS,,16,2015,,,,Col de Cabre (1 180 m) - 201 km
1,RUBEN PLAZA MOLINA,156,LAMPRE - MERIDA,5 PTS,,16,2015,,,,Col de Manse (1 268 m) - 201 km
2,PETER SAGAN,47,TINKOFF-SAXO,3 PTS,,16,2015,,,,Col de Manse (1 268 m) - 201 km
3,SIMON GESCHKE,86,TEAM GIANT-ALPECIN,2 PTS,,16,2015,,,,Col de Manse (1 268 m) - 201 km
4,JARLINSON PANTANO GOMEZ,188,IAM CYCLING,1 PTS,,16,2015,,,,Col de Manse (1 268 m) - 201 km
1,RAFAL MAJKA,45,TINKOFF-SAXO,2 PTS,,17,2015,,,,Col des Lèques - 161 km
2,KRISTIJAN ÐURASEK,154,LAMPRE - MERIDA,1 PTS,,17,2015,,,,Col des Lèques - 161 km
1,SERGE PAUWELS,218,MTN-QHUBEKA,2 PTS,,17,2015,,,,Col de Toutes Aures - 161 km
2,DANIEL TEKLEHAIMANOT,219,MTN-QHUBEKA,1 PTS,,17,2015,,,,Col de Toutes Aures - 161 km
1,SERGE PAUWELS,218,MTN-QHUBEKA,5 PTS,,17,2015,,,,Col de la Colle-Saint-Michel (1 431 m) - 161 km
2,JOSE HERRADA LOPEZ,56,MOVISTAR TEAM,3 PTS,,17,2015,,,,Col de la Colle-Saint-Michel (1 431 m) - 161 km
3,KRISTIJAN ÐURASEK,154,LAMPRE - MERIDA,2 PTS,,17,2015,,,,Col de la Colle-Saint-Michel (1 431 m) - 161 km
4,JOHN DEGENKOLB,81,TEAM GIANT-ALPECIN,1 PTS,,17,2015,,,,Col de la Colle-Saint-Michel (1 431 m) - 161 km
1,SIMON GESCHKE,86,TEAM GIANT-ALPECIN,10 PTS,,17,2015,,,,Col d'Allos ( 2 250 m) - 161 km
2,THIBAUT PINOT,21,FDJ,8 PTS,,17,2015,,,,Col d'Allos ( 2 250 m) - 161 km
3,ANDREW TALANSKY,161,TEAM CANNONDALE-GARMIN,6 PTS,,17,2015,,,,Col d'Allos ( 2 250 m) - 161 km
4,MATHIAS FRANK,181,IAM CYCLING,4 PTS,,17,2015,,,,Col d'Allos ( 2 250 m) - 161 km
5,STEVEN KRUIJSWIJK,133,TEAM LOTTO NL - JUMBO,2 PTS,,17,2015,,,,Col d'Allos ( 2 250 m) - 161 km
6,ADAM YATES,108,ORICA GREENEDGE,1 PTS,,17,2015,,,,Col d'Allos ( 2 250 m) - 161 km
1,SIMON GESCHKE,86,TEAM GIANT-ALPECIN,10 PTS,,17,2015,,,,PRA LOUP (1 620 m) - 161 km
2,ANDREW TALANSKY,161,TEAM CANNONDALE-GARMIN,6 PTS,,17,2015,,,,PRA LOUP (1 620 m) - 161 km
3,RIGOBERTO URAN,118,ETIXX-QUICK STEP,4 PTS,,17,2015,,,,PRA LOUP (1 620 m) - 161 km
4,THIBAUT PINOT,21,FDJ,2 PTS,,17,2015,,,,PRA LOUP (1 620 m) - 161 km
1,JOAQUIN RODRIGUEZ OLIVER,91,TEAM KATUSHA,5 PTS,,18,2015,,,,Col Bayard (1 264 m) - 186.5 km
2,JAKOB FUGLSANG,3,ASTANA PRO TEAM,3 PTS,,18,2015,,,,Col Bayard (1 264 m) - 186.5 km
3,THIBAUT PINOT,21,FDJ,2 PTS,,18,2015,,,,Col Bayard (1 264 m) - 186.5 km
4,ROHAN DENNIS,63,BMC RACING TEAM,1 PTS,,18,2015,,,,Col Bayard (1 264 m) - 186.5 km
1,JOAQUIN RODRIGUEZ OLIVER,91,TEAM KATUSHA,2 PTS,,18,2015,,,,Rampe du Motty - 186.5 km
2,SERGE PAUWELS,218,MTN-QHUBEKA,1 PTS,,18,2015,,,,Rampe du Motty - 186.5 km
1,JOAQUIN RODRIGUEZ OLIVER,91,TEAM KATUSHA,2 PTS,,18,2015,,,,- 186.5 km
2,SERGE PAUWELS,218,MTN-QHUBEKA,1 PTS,,18,2015,,,,- 186.5 km
1,JOAQUIN RODRIGUEZ OLIVER,91,TEAM KATUSHA,2 PTS,,18,2015,,,,Col de Malissol - 186.5 km
2,SERGE PAUWELS,218,MTN-QHUBEKA,1 PTS,,18,2015,,,,Col de Malissol - 186.5 km
1,JOAQUIN RODRIGUEZ OLIVER,91,TEAM KATUSHA,5 PTS,,18,2015,,,,Col de la Morte (1 368 m) - 186.5 km
2,JAKOB FUGLSANG,3,ASTANA PRO TEAM,3 PTS,,18,2015,,,,Col de la Morte (1 368 m) - 186.5 km
