Rank,Team,Times,Gap,Stages,Year,Rider,Rider No.,B,P
21,ORICA GREENEDGE,19h 01' 51'',+ 00h 53' 32'',19,2013,,,,
22,ASTANA PRO TEAM,19h 05' 24'',+ 00h 57' 05'',19,2013,,,,
1,TEAM SAXO-TINKOFF,11h 05' 30'',-,20,2013,,,,
2,AG2R LA MONDIALE,11h 06' 23'',+ 00h 00' 53'',20,2013,,,,
3,RADIOSHACK LEOPARD,11h 10' 43'',+ 00h 05' 13'',20,2013,,,,
4,MOVISTAR TEAM,11h 12' 24'',+ 00h 06' 54'',20,2013,,,,
5,SKY PROCYCLING,11h 12' 42'',+ 00h 07' 12'',20,2013,,,,
6,KATUSHA TEAM,11h 13' 07'',+ 00h 07' 37'',20,2013,,,,
7,BELKIN PRO CYCLING,11h 14' 32'',+ 00h 09' 02'',20,2013,,,,
8,"COFIDIS, SOLUTIONS CREDITS",11h 15' 41'',+ 00h 10' 11'',20,2013,,,,
9,EUSKALTEL - EUSKADI,11h 15' 57'',+ 00h 10' 27'',20,2013,,,,
10,OMEGA PHARMA-QUICK STEP,11h 18' 53'',+ 00h 13' 23'',20,2013,,,,
11,SOJASUN,11h 18' 58'',+ 00h 13' 28'',20,2013,,,,
12,TEAM EUROPCAR,11h 24' 28'',+ 00h 18' 58'',20,2013,,,,
13,FDJ.FR,11h 29' 33'',+ 00h 24' 03'',20,2013,,,,
14,GARMIN - SHARP,11h 32' 19'',+ 00h 26' 49'',20,2013,,,,
15,VACANSOLEIL-DCM,11h 39' 37'',+ 00h 34' 07'',20,2013,,,,
16,LAMPRE - MERIDA,11h 39' 44'',+ 00h 34' 14'',20,2013,,,,
17,ORICA GREENEDGE,11h 43' 37'',+ 00h 38' 07'',20,2013,,,,
18,BMC RACING TEAM,11h 45' 25'',+ 00h 39' 55'',20,2013,,,,
19,LOTTO-BELISOL,11h 45' 44'',+ 00h 40' 14'',20,2013,,,,
20,ASTANA PRO TEAM,11h 50' 22'',+ 00h 44' 52'',20,2013,,,,
21,TEAM ARGOS-SHIMANO,11h 52' 41'',+ 00h 47' 11'',20,2013,,,,
22,CANNONDALE,11h 57' 24'',+ 00h 51' 54'',20,2013,,,,
1,ORICA GREENEDGE,09h 18' 52'',-,21,2013,,,,
2,TEAM EUROPCAR,09h 18' 52'',-,21,2013,,,,
3,LOTTO-BELISOL,09h 18' 56'',+ 00h 00' 04'',21,2013,,,,
4,EUSKALTEL - EUSKADI,09h 18' 56'',+ 00h 00' 04'',21,2013,,,,
5,TEAM ARGOS-SHIMANO,09h 18' 56'',+ 00h 00' 04'',21,2013,,,,
6,AG2R LA MONDIALE,09h 19' 00'',+ 00h 00' 08'',21,2013,,,,
7,KATUSHA TEAM,09h 19' 02'',+ 00h 00' 10'',21,2013,,,,
8,TEAM SAXO-TINKOFF,09h 19' 02'',+ 00h 00' 10'',21,2013,,,,
9,OMEGA PHARMA-QUICK STEP,09h 19' 02'',+ 00h 00' 10'',21,2013,,,,
10,CANNONDALE,09h 19' 02'',+ 00h 00' 10'',21,2013,,,,
11,FDJ.FR,09h 19' 02'',+ 00h 00' 10'',21,2013,,,,
12,BELKIN PRO CYCLING,09h 19' 06'',+ 00h 00' 14'',21,2013,,,,
13,MOVISTAR TEAM,09h 19' 06'',+ 00h 00' 14'',21,2013,,,,
14,SOJASUN,09h 19' 06'',+ 00h 00' 14'',21,2013,,,,
15,BMC RACING TEAM,09h 19' 06'',+ 00h 00' 14'',21,2013,,,,
16,"COFIDIS, SOLUTIONS CREDITS",09h 19' 06'',+ 00h 00' 14'',21,2013,,,,
17,RADIOSHACK LEOPARD,09h 19' 12'',+ 00h 00' 20'',21,2013,,,,
18,LAMPRE - MERIDA,09h 19' 21'',+ 00h 00' 29'',21,2013,,,,
19,GARMIN - SHARP,09h 19' 30'',+ 00h 00' 38'',21,2013,,,,
20,VACANSOLEIL-DCM,09h 19' 30'',+ 00h 00' 38'',21,2013,,,,
21,ASTANA PRO TEAM,09h 19' 36'',+ 00h 00' 44'',21,2013,,,,
22,SKY PROCYCLING,09h 21' 21'',+ 00h 02' 29'',21,2013,,,,
1,TEAM SKY,14h 12' 21'',-,1,2014,,,,
2,TEAM NETAPP-ENDURA,14h 12' 21'',-,1,2014,,,,
3,BELKIN PRO CYCLING,14h 12' 21'',-,1,2014,,,,
4,GARMIN - SHARP,14h 12' 21'',-,1,2014,,,,
5,TINKOFF-SAXO,14h 12' 21'',-,1,2014,,,,
6,MOVISTAR TEAM,14h 12' 21'',-,1,2014,,,,
7,AG2R LA MONDIALE,14h 12' 21'',-,1,2014,,,,
8,ORICA GREENEDGE,14h 12' 21'',-,1,2014,,,,
9,TREK FACTORY RACING,14h 12' 21'',-,1,2014,,,,
10,BMC RACING TEAM,14h 12' 21'',-,1,2014,,,,
11,IAM CYCLING,14h 12' 21'',-,1,2014,,,,
12,ASTANA PRO TEAM,14h 12' 21'',-,1,2014,,,,
13,TEAM GIANT-SHIMANO,14h 12' 21'',-,1,2014,,,,
14,BRETAGNE - SECHE ENVIRONNEMENT,14h 12' 21'',-,1,2014,,,,
15,TEAM EUROPCAR,14h 12' 21'',-,1,2014,,,,
16,LOTTO-BELISOL,14h 12' 21'',-,1,2014,,,,
17,FDJ.FR,14h 12' 21'',-,1,2014,,,,
18,TEAM KATUSHA,14h 12' 21'',-,1,2014,,,,
19,LAMPRE - MERIDA,14h 12' 21'',-,1,2014,,,,
20,CANNONDALE,14h 12' 21'',-,1,2014,,,,
21,"COFIDIS, SOLUTIONS CREDITS",14h 12' 21'',-,1,2014,,,,
22,OMEGA PHARMA-QUICK STEP,14h 12' 21'',-,1,2014,,,,
1,TEAM SKY,15h 25' 54'',-,2,2014,,,,
2,ASTANA PRO TEAM,15h 26' 06'',+ 00h 00' 12'',2,2014,,,,
3,BMC RACING TEAM,15h 26' 08'',+ 00h 00' 14'',2,2014,,,,
4,TREK FACTORY RACING,15h 26' 41'',+ 00h 00' 47'',2,2014,,,,
5,CANNONDALE,15h 26' 41'',+ 00h 00' 47'',2,2014,,,,
6,TEAM NETAPP-ENDURA,15h 26' 41'',+ 00h 00' 47'',2,2014,,,,
7,IAM CYCLING,15h 26' 55'',+ 00h 01' 01'',2,2014,,,,
8,TEAM KATUSHA,15h 27' 14'',+ 00h 01' 20'',2,2014,,,,
9,LAMPRE - MERIDA,15h 27' 25'',+ 00h 01' 31'',2,2014,,,,
10,BELKIN PRO CYCLING,15h 27' 25'',+ 00h 01' 31'',2,2014,,,,
11,TINKOFF-SAXO,15h 28' 40'',+ 00h 02' 46'',2,2014,,,,
12,GARMIN - SHARP,15h 29' 20'',+ 00h 03' 26'',2,2014,,,,
13,ORICA GREENEDGE,15h 30' 17'',+ 00h 04' 23'',2,2014,,,,
14,AG2R LA MONDIALE,15h 31' 38'',+ 00h 05' 44'',2,2014,,,,
15,FDJ.FR,15h 32' 25'',+ 00h 06' 31'',2,2014,,,,
16,TEAM EUROPCAR,15h 33' 44'',+ 00h 07' 50'',2,2014,,,,
17,"COFIDIS, SOLUTIONS CREDITS",15h 35' 38'',+ 00h 09' 44'',2,2014,,,,
18,LOTTO-BELISOL,15h 36' 23'',+ 00h 10' 29'',2,2014,,,,
19,OMEGA PHARMA-QUICK STEP,15h 36' 56'',+ 00h 11' 02'',2,2014,,,,
20,MOVISTAR TEAM,15h 38' 06'',+ 00h 12' 12'',2,2014,,,,
21,BRETAGNE - SECHE ENVIRONNEMENT,15h 39' 23'',+ 00h 13' 29'',2,2014,,,,
22,TEAM GIANT-SHIMANO,15h 51' 23'',+ 00h 25' 29'',2,2014,,,,
1,BMC RACING TEAM,10h 55' 30'',-,3,2014,,,,
2,OMEGA PHARMA-QUICK STEP,10h 55' 30'',-,3,2014,,,,
3,TEAM GIANT-SHIMANO,10h 55' 30'',-,3,2014,,,,
4,MOVISTAR TEAM,10h 55' 30'',-,3,2014,,,,
5,GARMIN - SHARP,10h 55' 30'',-,3,2014,,,,
6,BRETAGNE - SECHE ENVIRONNEMENT,10h 55' 30'',-,3,2014,,,,
7,LOTTO-BELISOL,10h 55' 30'',-,3,2014,,,,
8,TEAM SKY,10h 55' 30'',-,3,2014,,,,
9,AG2R LA MONDIALE,10h 55' 30'',-,3,2014,,,,
10,TREK FACTORY RACING,10h 55' 30'',-,3,2014,,,,
11,IAM CYCLING,10h 55' 30'',-,3,2014,,,,
12,"COFIDIS, SOLUTIONS CREDITS",10h 55' 30'',-,3,2014,,,,
13,ASTANA PRO TEAM,10h 55' 30'',-,3,2014,,,,
14,TEAM KATUSHA,10h 55' 30'',-,3,2014,,,,
15,LAMPRE - MERIDA,10h 55' 30'',-,3,2014,,,,
16,TINKOFF-SAXO,10h 55' 30'',-,3,2014,,,,
17,TEAM NETAPP-ENDURA,10h 55' 30'',-,3,2014,,,,
18,FDJ.FR,10h 55' 30'',-,3,2014,,,,
19,BELKIN PRO CYCLING,10h 55' 30'',-,3,2014,,,,
20,ORICA GREENEDGE,10h 55' 49'',+ 00h 00' 19'',3,2014,,,,
21,TEAM EUROPCAR,10h 56' 08'',+ 00h 00' 38'',3,2014,,,,
22,CANNONDALE,10h 56' 25'',+ 00h 00' 55'',3,2014,,,,
1,BMC RACING TEAM,10h 49' 57'',-,4,2014,,,,
2,IAM CYCLING,10h 49' 57'',-,4,2014,,,,
3,LOTTO-BELISOL,10h 49' 57'',-,4,2014,,,,
4,TEAM NETAPP-ENDURA,10h 49' 57'',-,4,2014,,,,
5,MOVISTAR TEAM,10h 49' 57'',-,4,2014,,,,
6,CANNONDALE,10h 49' 57'',-,4,2014,,,,
7,AG2R LA MONDIALE,10h 49' 57'',-,4,2014,,,,
8,ORICA GREENEDGE,10h 49' 57'',-,4,2014,,,,
9,BRETAGNE - SECHE ENVIRONNEMENT,10h 49' 57'',-,4,2014,,,,
10,ASTANA PRO TEAM,10h 49' 57'',-,4,2014,,,,
11,OMEGA PHARMA-QUICK STEP,10h 49' 57'',-,4,2014,,,,
12,LAMPRE - MERIDA,10h 49' 57'',-,4,2014,,,,
13,FDJ.FR,10h 49' 57'',-,4,2014,,,,
14,TREK FACTORY RACING,10h 49' 57'',-,4,2014,,,,
15,TEAM EUROPCAR,10h 49' 57'',-,4,2014,,,,
16,TINKOFF-SAXO,10h 49' 57'',-,4,2014,,,,
17,BELKIN PRO CYCLING,10h 49' 57'',-,4,2014,,,,
18,TEAM KATUSHA,10h 49' 57'',-,4,2014,,,,
19,GARMIN - SHARP,10h 49' 57'',-,4,2014,,,,
20,TEAM SKY,10h 49' 57'',-,4,2014,,,,
21,TEAM GIANT-SHIMANO,10h 50' 23'',+ 00h 00' 26'',4,2014,,,,
22,"COFIDIS, SOLUTIONS CREDITS",10h 50' 40'',+ 00h 00' 43'',4,2014,,,,
1,ASTANA PRO TEAM,09h 57' 32'',-,5,2014,,,,
2,OMEGA PHARMA-QUICK STEP,10h 00' 15'',+ 00h 02' 43'',5,2014,,,,
3,BELKIN PRO CYCLING,10h 00' 31'',+ 00h 02' 59'',5,2014,,,,
4,LOTTO-BELISOL,10h 01' 57'',+ 00h 04' 25'',5,2014,,,,
5,ORICA GREENEDGE,10h 02' 34'',+ 00h 05' 02'',5,2014,,,,
6,BMC RACING TEAM,10h 03' 35'',+ 00h 06' 03'',5,2014,,,,
7,TEAM SKY,10h 04' 01'',+ 00h 06' 29'',5,2014,,,,
8,GARMIN - SHARP,10h 04' 18'',+ 00h 06' 46'',5,2014,,,,
9,TREK FACTORY RACING,10h 04' 19'',+ 00h 06' 47'',5,2014,,,,
10,CANNONDALE,10h 05' 05'',+ 00h 07' 33'',5,2014,,,,
11,TEAM KATUSHA,10h 05' 50'',+ 00h 08' 18'',5,2014,,,,
12,MOVISTAR TEAM,10h 06' 15'',+ 00h 08' 43'',5,2014,,,,
13,TEAM GIANT-SHIMANO,10h 06' 42'',+ 00h 09' 10'',5,2014,,,,
14,TEAM NETAPP-ENDURA,10h 07' 33'',+ 00h 10' 01'',5,2014,,,,
15,AG2R LA MONDIALE,10h 07' 34'',+ 00h 10' 02'',5,2014,,,,
16,IAM CYCLING,10h 08' 33'',+ 00h 11' 01'',5,2014,,,,
17,TEAM EUROPCAR,10h 08' 39'',+ 00h 11' 07'',5,2014,,,,
18,FDJ.FR,10h 10' 39'',+ 00h 13' 07'',5,2014,,,,
19,LAMPRE - MERIDA,10h 10' 39'',+ 00h 13' 07'',5,2014,,,,
20,TINKOFF-SAXO,10h 12' 38'',+ 00h 15' 06'',5,2014,,,,
21,"COFIDIS, SOLUTIONS CREDITS",10h 21' 03'',+ 00h 23' 31'',5,2014,,,,
22,BRETAGNE - SECHE ENVIRONNEMENT,10h 34' 41'',+ 00h 37' 09'',5,2014,,,,
1,BMC RACING TEAM,12h 34' 57'',-,6,2014,,,,
2,LOTTO-BELISOL,12h 34' 57'',-,6,2014,,,,
3,BELKIN PRO CYCLING,12h 34' 57'',-,6,2014,,,,
4,AG2R LA MONDIALE,12h 34' 57'',-,6,2014,,,,
5,TEAM GIANT-SHIMANO,12h 34' 57'',-,6,2014,,,,
6,TEAM KATUSHA,12h 34' 57'',-,6,2014,,,,
7,TREK FACTORY RACING,12h 34' 57'',-,6,2014,,,,
8,ASTANA PRO TEAM,12h 34' 57'',-,6,2014,,,,
9,TINKOFF-SAXO,12h 34' 57'',-,6,2014,,,,
10,IAM CYCLING,12h 34' 57'',-,6,2014,,,,
11,OMEGA PHARMA-QUICK STEP,12h 34' 57'',-,6,2014,,,,
12,TEAM NETAPP-ENDURA,12h 34' 57'',-,6,2014,,,,
13,CANNONDALE,12h 34' 57'',-,6,2014,,,,
14,BRETAGNE - SECHE ENVIRONNEMENT,12h 34' 57'',-,6,2014,,,,
15,TEAM SKY,12h 34' 57'',-,6,2014,,,,
16,GARMIN - SHARP,12h 35' 12'',+ 00h 00' 15'',6,2014,,,,
17,TEAM EUROPCAR,12h 35' 44'',+ 00h 00' 47'',6,2014,,,,
18,LAMPRE - MERIDA,12h 35' 56'',+ 00h 00' 59'',6,2014,,,,
19,ORICA GREENEDGE,12h 35' 56'',+ 00h 00' 59'',6,2014,,,,
20,MOVISTAR TEAM,12h 36' 24'',+ 00h 01' 27'',6,2014,,,,
21,FDJ.FR,12h 39' 24'',+ 00h 04' 27'',6,2014,,,,
22,"COFIDIS, SOLUTIONS CREDITS",12h 40' 09'',+ 00h 05' 12'',6,2014,,,,
1,TEAM EUROPCAR,15h 55' 57'',-,7,2014,,,,
2,BELKIN PRO CYCLING,15h 55' 57'',-,7,2014,,,,
3,FDJ.FR,15h 55' 57'',-,7,2014,,,,
4,ASTANA PRO TEAM,15h 55' 57'',-,7,2014,,,,
5,TEAM NETAPP-ENDURA,15h 55' 57'',-,7,2014,,,,
6,AG2R LA MONDIALE,15h 56' 11'',+ 00h 00' 14'',7,2014,,,,
7,TEAM SKY,15h 56' 11'',+ 00h 00' 14'',7,2014,,,,
8,"COFIDIS, SOLUTIONS CREDITS",15h 56' 25'',+ 00h 00' 28'',7,2014,,,,
9,BMC RACING TEAM,15h 57' 00'',+ 00h 01' 03'',7,2014,,,,
10,OMEGA PHARMA-QUICK STEP,15h 57' 00'',+ 00h 01' 03'',7,2014,,,,
11,LAMPRE - MERIDA,15h 57' 00'',+ 00h 01' 03'',7,2014,,,,
12,TREK FACTORY RACING,15h 57' 00'',+ 00h 01' 03'',7,2014,,,,
13,IAM CYCLING,15h 57' 00'',+ 00h 01' 03'',7,2014,,,,
14,ORICA GREENEDGE,15h 57' 23'',+ 00h 01' 26'',7,2014,,,,
15,MOVISTAR TEAM,15h 57' 37'',+ 00h 01' 40'',7,2014,,,,
16,TINKOFF-SAXO,15h 57' 44'',+ 00h 01' 47'',7,2014,,,,
17,TEAM KATUSHA,15h 57' 51'',+ 00h 01' 54'',7,2014,,,,
18,LOTTO-BELISOL,15h 58' 39'',+ 00h 02' 42'',7,2014,,,,
19,TEAM GIANT-SHIMANO,15h 59' 42'',+ 00h 03' 45'',7,2014,,,,
20,CANNONDALE,16h 00' 05'',+ 00h 04' 08'',7,2014,,,,
21,BRETAGNE - SECHE ENVIRONNEMENT,16h 00' 17'',+ 00h 04' 20'',7,2014,,,,
22,GARMIN - SHARP,16h 01' 11'',+ 00h 05' 14'',7,2014,,,,
1,AG2R LA MONDIALE,11h 33' 40'',-,8,2014,,,,
2,TEAM SKY,11h 37' 33'',+ 00h 03' 53'',8,2014,,,,
3,ASTANA PRO TEAM,11h 38' 33'',+ 00h 04' 53'',8,2014,,,,
4,TINKOFF-SAXO,11h 39' 10'',+ 00h 05' 30'',8,2014,,,,
5,BELKIN PRO CYCLING,11h 39' 38'',+ 00h 05' 58'',8,2014,,,,
6,MOVISTAR TEAM,11h 39' 49'',+ 00h 06' 09'',8,2014,,,,
7,OMEGA PHARMA-QUICK STEP,11h 41' 14'',+ 00h 07' 34'',8,2014,,,,
8,FDJ.FR,11h 42' 18'',+ 00h 08' 38'',8,2014,,,,
9,TEAM EUROPCAR,11h 43' 45'',+ 00h 10' 05'',8,2014,,,,
10,LAMPRE - MERIDA,11h 47' 14'',+ 00h 13' 34'',8,2014,,,,
11,"COFIDIS, SOLUTIONS CREDITS",11h 48' 30'',+ 00h 14' 50'',8,2014,,,,
12,GARMIN - SHARP,11h 48' 39'',+ 00h 14' 59'',8,2014,,,,
13,BMC RACING TEAM,11h 52' 12'',+ 00h 18' 32'',8,2014,,,,
14,LOTTO-BELISOL,11h 52' 16'',+ 00h 18' 36'',8,2014,,,,
15,TEAM NETAPP-ENDURA,11h 55' 08'',+ 00h 21' 28'',8,2014,,,,
16,TREK FACTORY RACING,11h 55' 20'',+ 00h 21' 40'',8,2014,,,,
17,IAM CYCLING,11h 57' 12'',+ 00h 23' 32'',8,2014,,,,
18,BRETAGNE - SECHE ENVIRONNEMENT,12h 01' 18'',+ 00h 27' 38'',8,2014,,,,
19,TEAM KATUSHA,12h 06' 56'',+ 00h 33' 16'',8,2014,,,,
20,ORICA GREENEDGE,12h 10' 05'',+ 00h 36' 25'',8,2014,,,,
21,TEAM GIANT-SHIMANO,12h 15' 36'',+ 00h 41' 56'',8,2014,,,,
22,CANNONDALE,12h 28' 03'',+ 00h 54' 23'',8,2014,,,,
1,AG2R LA MONDIALE,12h 41' 58'',-,9,2014,,,,
2,BMC RACING TEAM,12h 41' 58'',-,9,2014,,,,
3,"COFIDIS, SOLUTIONS CREDITS",12h 41' 58'',-,9,2014,,,,
4,TEAM EUROPCAR,12h 41' 58'',-,9,2014,,,,
5,TEAM KATUSHA,12h 42' 13'',+ 00h 00' 15'',9,2014,,,,
6,OMEGA PHARMA-QUICK STEP,12h 44' 14'',+ 00h 02' 16'',9,2014,,,,
7,TINKOFF-SAXO,12h 46' 59'',+ 00h 05' 01'',9,2014,,,,
8,MOVISTAR TEAM,12h 46' 59'',+ 00h 05' 01'',9,2014,,,,
9,BELKIN PRO CYCLING,12h 46' 59'',+ 00h 05' 01'',9,2014,,,,
10,LOTTO-BELISOL,12h 46' 59'',+ 00h 05' 01'',9,2014,,,,
11,LAMPRE - MERIDA,12h 46' 59'',+ 00h 05' 01'',9,2014,,,,
12,TEAM NETAPP-ENDURA,12h 46' 59'',+ 00h 05' 01'',9,2014,,,,
13,TREK FACTORY RACING,12h 46' 59'',+ 00h 05' 01'',9,2014,,,,
14,TEAM GIANT-SHIMANO,12h 46' 59'',+ 00h 05' 01'',9,2014,,,,
15,CANNONDALE,12h 46' 59'',+ 00h 05' 01'',9,2014,,,,
16,BRETAGNE - SECHE ENVIRONNEMENT,12h 46' 59'',+ 00h 05' 01'',9,2014,,,,
17,ASTANA PRO TEAM,12h 52' 00'',+ 00h 10' 02'',9,2014,,,,
18,TEAM SKY,12h 52' 00'',+ 00h 10' 02'',9,2014,,,,
19,GARMIN - SHARP,12h 52' 00'',+ 00h 10' 02'',9,2014,,,,
20,FDJ.FR,12h 52' 00'',+ 00h 10' 02'',9,2014,,,,
21,ORICA GREENEDGE,12h 52' 00'',+ 00h 10' 02'',9,2014,,,,
22,IAM CYCLING,12h 52' 00'',+ 00h 10' 02'',9,2014,,,,
1,AG2R LA MONDIALE,13h 24' 42'',-,10,2014,,,,
2,TEAM SKY,13h 25' 00'',+ 00h 00' 18'',10,2014,,,,
3,MOVISTAR TEAM,13h 27' 57'',+ 00h 03' 15'',10,2014,,,,
4,ASTANA PRO TEAM,13h 28' 54'',+ 00h 04' 12'',10,2014,,,,
5,LAMPRE - MERIDA,13h 29' 31'',+ 00h 04' 49'',10,2014,,,,
6,BELKIN PRO CYCLING,13h 29' 38'',+ 00h 04' 56'',10,2014,,,,
7,TEAM KATUSHA,13h 29' 43'',+ 00h 05' 01'',10,2014,,,,
8,"COFIDIS, SOLUTIONS CREDITS",13h 29' 44'',+ 00h 05' 02'',10,2014,,,,
9,BMC RACING TEAM,13h 35' 28'',+ 00h 10' 46'',10,2014,,,,
10,TEAM EUROPCAR,13h 38' 02'',+ 00h 13' 20'',10,2014,,,,
11,TREK FACTORY RACING,13h 40' 41'',+ 00h 15' 59'',10,2014,,,,
12,OMEGA PHARMA-QUICK STEP,13h 46' 02'',+ 00h 21' 20'',10,2014,,,,
13,LOTTO-BELISOL,13h 47' 26'',+ 00h 22' 44'',10,2014,,,,
14,FDJ.FR,13h 50' 33'',+ 00h 25' 51'',10,2014,,,,
15,IAM CYCLING,13h 54' 37'',+ 00h 29' 55'',10,2014,,,,
16,TEAM NETAPP-ENDURA,13h 55' 22'',+ 00h 30' 40'',10,2014,,,,
17,GARMIN - SHARP,13h 56' 50'',+ 00h 32' 08'',10,2014,,,,
18,TEAM GIANT-SHIMANO,14h 19' 26'',+ 00h 54' 44'',10,2014,,,,
19,ORICA GREENEDGE,14h 20' 50'',+ 00h 56' 08'',10,2014,,,,
20,BRETAGNE - SECHE ENVIRONNEMENT,14h 24' 28'',+ 00h 59' 46'',10,2014,,,,
21,CANNONDALE,14h 29' 55'',+ 01h 05' 13'',10,2014,,,,
22,TINKOFF-SAXO,14h 48' 12'',+ 01h 23' 30'',10,2014,,,,
1,AG2R LA MONDIALE,13h 17' 15'',-,11,2014,,,,
2,BELKIN PRO CYCLING,13h 17' 15'',-,11,2014,,,,
3,ASTANA PRO TEAM,13h 17' 15'',-,11,2014,,,,
4,TEAM SKY,13h 17' 15'',-,11,2014,,,,
5,MOVISTAR TEAM,13h 17' 22'',+ 00h 00' 07'',11,2014,,,,
6,OMEGA PHARMA-QUICK STEP,13h 17' 24'',+ 00h 00' 09'',11,2014,,,,
7,TINKOFF-SAXO,13h 17' 27'',+ 00h 00' 12'',11,2014,,,,
8,BMC RACING TEAM,13h 17' 57'',+ 00h 00' 42'',11,2014,,,,
9,TEAM EUROPCAR,13h 18' 51'',+ 00h 01' 36'',11,2014,,,,
10,FDJ.FR,13h 18' 52'',+ 00h 01' 37'',11,2014,,,,
11,LAMPRE - MERIDA,13h 20' 27'',+ 00h 03' 12'',11,2014,,,,
12,"COFIDIS, SOLUTIONS CREDITS",13h 21' 14'',+ 00h 03' 59'',11,2014,,,,
13,ORICA GREENEDGE,13h 21' 18'',+ 00h 04' 03'',11,2014,,,,
14,LOTTO-BELISOL,13h 21' 21'',+ 00h 04' 06'',11,2014,,,,
15,TEAM NETAPP-ENDURA,13h 25' 29'',+ 00h 08' 14'',11,2014,,,,
16,TREK FACTORY RACING,13h 25' 29'',+ 00h 08' 14'',11,2014,,,,
17,TEAM GIANT-SHIMANO,13h 25' 53'',+ 00h 08' 38'',11,2014,,,,
18,IAM CYCLING,13h 27' 42'',+ 00h 10' 27'',11,2014,,,,
19,CANNONDALE,13h 28' 38'',+ 00h 11' 23'',11,2014,,,,
20,BRETAGNE - SECHE ENVIRONNEMENT,13h 28' 41'',+ 00h 11' 26'',11,2014,,,,
21,TEAM KATUSHA,13h 33' 04'',+ 00h 15' 49'',11,2014,,,,
22,GARMIN - SHARP,14h 08' 32'',+ 00h 51' 17'',11,2014,,,,
1,BRETAGNE - SECHE ENVIRONNEMENT,13h 36' 33'',-,12,2014,,,,
2,AG2R LA MONDIALE,13h 36' 33'',-,12,2014,,,,
3,TEAM SKY,13h 36' 33'',-,12,2014,,,,
4,TEAM KATUSHA,13h 36' 33'',-,12,2014,,,,
5,ORICA GREENEDGE,13h 36' 33'',-,12,2014,,,,
6,BELKIN PRO CYCLING,13h 36' 33'',-,12,2014,,,,
7,TEAM EUROPCAR,13h 36' 33'',-,12,2014,,,,
8,BMC RACING TEAM,13h 36' 33'',-,12,2014,,,,
9,FDJ.FR,13h 36' 33'',-,12,2014,,,,
10,ASTANA PRO TEAM,13h 36' 33'',-,12,2014,,,,
11,IAM CYCLING,13h 36' 33'',-,12,2014,,,,
12,OMEGA PHARMA-QUICK STEP,13h 36' 33'',-,12,2014,,,,
13,TREK FACTORY RACING,13h 36' 33'',-,12,2014,,,,
14,LOTTO-BELISOL,13h 36' 53'',+ 00h 00' 20'',12,2014,,,,
15,CANNONDALE,13h 37' 18'',+ 00h 00' 45'',12,2014,,,,
16,MOVISTAR TEAM,13h 37' 18'',+ 00h 00' 45'',12,2014,,,,
17,TEAM GIANT-SHIMANO,13h 37' 34'',+ 00h 01' 01'',12,2014,,,,
18,TINKOFF-SAXO,13h 38' 38'',+ 00h 02' 05'',12,2014,,,,
19,TEAM NETAPP-ENDURA,13h 38' 39'',+ 00h 02' 06'',12,2014,,,,
20,LAMPRE - MERIDA,13h 38' 57'',+ 00h 02' 24'',12,2014,,,,
21,"COFIDIS, SOLUTIONS CREDITS",13h 39' 41'',+ 00h 03' 08'',12,2014,,,,
22,GARMIN - SHARP,13h 40' 31'',+ 00h 03' 58'',12,2014,,,,
1,AG2R LA MONDIALE,15h 45' 01'',-,13,2014,,,,
2,BELKIN PRO CYCLING,15h 50' 00'',+ 00h 04' 59'',13,2014,,,,
3,BMC RACING TEAM,15h 57' 12'',+ 00h 12' 11'',13,2014,,,,
4,TINKOFF-SAXO,15h 59' 54'',+ 00h 14' 53'',13,2014,,,,
5,TREK FACTORY RACING,16h 03' 44'',+ 00h 18' 43'',13,2014,,,,
6,TEAM SKY,16h 03' 51'',+ 00h 18' 50'',13,2014,,,,
7,MOVISTAR TEAM,16h 07' 07'',+ 00h 22' 06'',13,2014,,,,
8,ASTANA PRO TEAM,16h 11' 02'',+ 00h 26' 01'',13,2014,,,,
9,TEAM EUROPCAR,16h 11' 11'',+ 00h 26' 10'',13,2014,,,,
10,OMEGA PHARMA-QUICK STEP,16h 15' 09'',+ 00h 30' 08'',13,2014,,,,
11,IAM CYCLING,16h 15' 17'',+ 00h 30' 16'',13,2014,,,,
12,LAMPRE - MERIDA,16h 16' 01'',+ 00h 31' 00'',13,2014,,,,
13,TEAM NETAPP-ENDURA,16h 22' 58'',+ 00h 37' 57'',13,2014,,,,
14,BRETAGNE - SECHE ENVIRONNEMENT,16h 23' 09'',+ 00h 38' 08'',13,2014,,,,
15,FDJ.FR,16h 25' 20'',+ 00h 40' 19'',13,2014,,,,
16,LOTTO-BELISOL,16h 25' 54'',+ 00h 40' 53'',13,2014,,,,
17,"COFIDIS, SOLUTIONS CREDITS",16h 34' 16'',+ 00h 49' 15'',13,2014,,,,
18,TEAM KATUSHA,16h 42' 23'',+ 00h 57' 22'',13,2014,,,,
19,GARMIN - SHARP,17h 02' 02'',+ 01h 17' 01'',13,2014,,,,
20,CANNONDALE,17h 07' 37'',+ 01h 22' 36'',13,2014,,,,
21,TEAM GIANT-SHIMANO,17h 09' 04'',+ 01h 24' 03'',13,2014,,,,
22,ORICA GREENEDGE,17h 33' 21'',+ 01h 48' 20'',13,2014,,,,
1,AG2R LA MONDIALE,15h 29' 21'',-,14,2014,,,,
2,MOVISTAR TEAM,15h 31' 40'',+ 00h 02' 19'',14,2014,,,,
