Rank,Team,Times,Gap,Stages,Year,Rider,Rider No.,B,P
5,BMC RACING TEAM,155h 03' 36'',+ 00h 21' 20'',12,2014,,,,
6,MOVISTAR TEAM,155h 05' 35'',+ 00h 23' 19'',12,2014,,,,
7,TEAM EUROPCAR,155h 11' 39'',+ 00h 29' 23'',12,2014,,,,
8,LAMPRE - MERIDA,155h 11' 56'',+ 00h 29' 40'',12,2014,,,,
9,OMEGA PHARMA-QUICK STEP,155h 12' 23'',+ 00h 30' 07'',12,2014,,,,
10,TREK FACTORY RACING,155h 25' 47'',+ 00h 43' 31'',12,2014,,,,
11,TEAM KATUSHA,155h 32' 09'',+ 00h 49' 53'',12,2014,,,,
12,"COFIDIS, SOLUTIONS CREDITS",155h 32' 53'',+ 00h 50' 37'',12,2014,,,,
13,LOTTO-BELISOL,155h 34' 39'',+ 00h 52' 23'',12,2014,,,,
14,FDJ.FR,155h 36' 29'',+ 00h 54' 13'',12,2014,,,,
15,TEAM NETAPP-ENDURA,155h 44' 33'',+ 01h 02' 17'',12,2014,,,,
16,IAM CYCLING,155h 53' 17'',+ 01h 11' 01'',12,2014,,,,
17,TINKOFF-SAXO,156h 22' 13'',+ 01h 39' 57'',12,2014,,,,
18,ORICA GREENEDGE,156h 25' 03'',+ 01h 42' 47'',12,2014,,,,
19,GARMIN - SHARP,156h 34' 21'',+ 01h 52' 05'',12,2014,,,,
20,CANNONDALE,156h 56' 24'',+ 02h 14' 08'',12,2014,,,,
21,TEAM GIANT-SHIMANO,156h 56' 26'',+ 02h 14' 10'',12,2014,,,,
22,BRETAGNE - SECHE ENVIRONNEMENT,157h 05' 05'',+ 02h 22' 49'',12,2014,,,,
1,AG2R LA MONDIALE,170h 27' 17'',-,13,2014,,,,
2,BELKIN PRO CYCLING,170h 36' 41'',+ 00h 09' 24'',13,2014,,,,
3,TEAM SKY,170h 51' 03'',+ 00h 23' 46'',13,2014,,,,
4,ASTANA PRO TEAM,170h 56' 37'',+ 00h 29' 20'',13,2014,,,,
5,BMC RACING TEAM,171h 00' 48'',+ 00h 33' 31'',13,2014,,,,
6,MOVISTAR TEAM,171h 12' 42'',+ 00h 45' 25'',13,2014,,,,
7,TEAM EUROPCAR,171h 22' 50'',+ 00h 55' 33'',13,2014,,,,
8,OMEGA PHARMA-QUICK STEP,171h 27' 32'',+ 01h 00' 15'',13,2014,,,,
9,LAMPRE - MERIDA,171h 27' 57'',+ 01h 00' 40'',13,2014,,,,
10,TREK FACTORY RACING,171h 29' 31'',+ 01h 02' 14'',13,2014,,,,
11,LOTTO-BELISOL,172h 00' 33'',+ 01h 33' 16'',13,2014,,,,
12,FDJ.FR,172h 01' 49'',+ 01h 34' 32'',13,2014,,,,
13,"COFIDIS, SOLUTIONS CREDITS",172h 07' 09'',+ 01h 39' 52'',13,2014,,,,
14,TEAM NETAPP-ENDURA,172h 07' 31'',+ 01h 40' 14'',13,2014,,,,
15,IAM CYCLING,172h 08' 34'',+ 01h 41' 17'',13,2014,,,,
16,TEAM KATUSHA,172h 14' 32'',+ 01h 47' 15'',13,2014,,,,
17,TINKOFF-SAXO,172h 22' 07'',+ 01h 54' 50'',13,2014,,,,
18,BRETAGNE - SECHE ENVIRONNEMENT,173h 28' 14'',+ 03h 00' 57'',13,2014,,,,
19,GARMIN - SHARP,173h 36' 23'',+ 03h 09' 06'',13,2014,,,,
20,ORICA GREENEDGE,173h 58' 24'',+ 03h 31' 07'',13,2014,,,,
21,CANNONDALE,174h 04' 01'',+ 03h 36' 44'',13,2014,,,,
22,TEAM GIANT-SHIMANO,174h 05' 30'',+ 03h 38' 13'',13,2014,,,,
1,AG2R LA MONDIALE,185h 56' 38'',-,14,2014,,,,
2,BELKIN PRO CYCLING,186h 09' 20'',+ 00h 12' 42'',14,2014,,,,
3,TEAM SKY,186h 34' 54'',+ 00h 38' 16'',14,2014,,,,
4,ASTANA PRO TEAM,186h 42' 48'',+ 00h 46' 10'',14,2014,,,,
5,MOVISTAR TEAM,186h 44' 22'',+ 00h 47' 44'',14,2014,,,,
6,BMC RACING TEAM,186h 47' 39'',+ 00h 51' 01'',14,2014,,,,
7,TREK FACTORY RACING,187h 11' 45'',+ 01h 15' 07'',14,2014,,,,
8,TEAM EUROPCAR,187h 12' 29'',+ 01h 15' 51'',14,2014,,,,
9,LAMPRE - MERIDA,187h 18' 51'',+ 01h 22' 13'',14,2014,,,,
10,OMEGA PHARMA-QUICK STEP,187h 28' 34'',+ 01h 31' 56'',14,2014,,,,
11,LOTTO-BELISOL,187h 49' 39'',+ 01h 53' 01'',14,2014,,,,
12,FDJ.FR,187h 50' 00'',+ 01h 53' 22'',14,2014,,,,
13,"COFIDIS, SOLUTIONS CREDITS",187h 56' 19'',+ 01h 59' 41'',14,2014,,,,
14,IAM CYCLING,188h 04' 31'',+ 02h 07' 53'',14,2014,,,,
15,TEAM NETAPP-ENDURA,188h 05' 29'',+ 02h 08' 51'',14,2014,,,,
16,TINKOFF-SAXO,188h 05' 34'',+ 02h 08' 56'',14,2014,,,,
17,TEAM KATUSHA,188h 12' 01'',+ 02h 15' 23'',14,2014,,,,
18,BRETAGNE - SECHE ENVIRONNEMENT,189h 28' 16'',+ 03h 31' 38'',14,2014,,,,
19,GARMIN - SHARP,189h 51' 25'',+ 03h 54' 47'',14,2014,,,,
20,ORICA GREENEDGE,190h 02' 12'',+ 04h 05' 34'',14,2014,,,,
21,CANNONDALE,190h 23' 22'',+ 04h 26' 44'',14,2014,,,,
22,TEAM GIANT-SHIMANO,190h 28' 27'',+ 04h 31' 49'',14,2014,,,,
1,AG2R LA MONDIALE,200h 46' 47'',-,15,2014,,,,
2,BELKIN PRO CYCLING,200h 59' 29'',+ 00h 12' 42'',15,2014,,,,
3,TEAM SKY,201h 25' 19'',+ 00h 38' 32'',15,2014,,,,
4,ASTANA PRO TEAM,201h 32' 57'',+ 00h 46' 10'',15,2014,,,,
5,MOVISTAR TEAM,201h 34' 31'',+ 00h 47' 44'',15,2014,,,,
6,BMC RACING TEAM,201h 37' 48'',+ 00h 51' 01'',15,2014,,,,
7,TREK FACTORY RACING,202h 01' 54'',+ 01h 15' 07'',15,2014,,,,
8,TEAM EUROPCAR,202h 02' 38'',+ 01h 15' 51'',15,2014,,,,
9,LAMPRE - MERIDA,202h 09' 00'',+ 01h 22' 13'',15,2014,,,,
10,OMEGA PHARMA-QUICK STEP,202h 18' 43'',+ 01h 31' 56'',15,2014,,,,
11,LOTTO-BELISOL,202h 39' 48'',+ 01h 53' 01'',15,2014,,,,
12,FDJ.FR,202h 40' 09'',+ 01h 53' 22'',15,2014,,,,
13,"COFIDIS, SOLUTIONS CREDITS",202h 48' 23'',+ 02h 01' 36'',15,2014,,,,
14,IAM CYCLING,202h 54' 40'',+ 02h 07' 53'',15,2014,,,,
15,TEAM NETAPP-ENDURA,202h 55' 56'',+ 02h 09' 09'',15,2014,,,,
16,TINKOFF-SAXO,202h 56' 01'',+ 02h 09' 14'',15,2014,,,,
17,TEAM KATUSHA,203h 03' 54'',+ 02h 17' 07'',15,2014,,,,
18,BRETAGNE - SECHE ENVIRONNEMENT,204h 18' 25'',+ 03h 31' 38'',15,2014,,,,
19,GARMIN - SHARP,204h 41' 34'',+ 03h 54' 47'',15,2014,,,,
20,ORICA GREENEDGE,204h 54' 26'',+ 04h 07' 39'',15,2014,,,,
21,CANNONDALE,205h 14' 38'',+ 04h 27' 51'',15,2014,,,,
22,TEAM GIANT-SHIMANO,205h 19' 22'',+ 04h 32' 35'',15,2014,,,,
1,AG2R LA MONDIALE,219h 28' 01'',-,16,2014,,,,
2,BELKIN PRO CYCLING,219h 54' 22'',+ 00h 26' 21'',16,2014,,,,
3,TEAM SKY,220h 07' 20'',+ 00h 39' 19'',16,2014,,,,
4,MOVISTAR TEAM,220h 22' 57'',+ 00h 54' 56'',16,2014,,,,
5,BMC RACING TEAM,220h 23' 47'',+ 00h 55' 46'',16,2014,,,,
6,TEAM EUROPCAR,220h 29' 13'',+ 01h 01' 12'',16,2014,,,,
7,ASTANA PRO TEAM,220h 35' 24'',+ 01h 07' 23'',16,2014,,,,
8,LAMPRE - MERIDA,221h 03' 31'',+ 01h 35' 30'',16,2014,,,,
9,TREK FACTORY RACING,221h 05' 13'',+ 01h 37' 12'',16,2014,,,,
10,OMEGA PHARMA-QUICK STEP,221h 08' 55'',+ 01h 40' 54'',16,2014,,,,
11,FDJ.FR,221h 28' 26'',+ 02h 00' 25'',16,2014,,,,
12,LOTTO-BELISOL,221h 35' 18'',+ 02h 07' 17'',16,2014,,,,
13,IAM CYCLING,221h 53' 17'',+ 02h 25' 16'',16,2014,,,,
14,TEAM NETAPP-ENDURA,221h 54' 27'',+ 02h 26' 26'',16,2014,,,,
15,TINKOFF-SAXO,221h 54' 36'',+ 02h 26' 35'',16,2014,,,,
16,"COFIDIS, SOLUTIONS CREDITS",222h 03' 29'',+ 02h 35' 28'',16,2014,,,,
17,TEAM KATUSHA,222h 18' 06'',+ 02h 50' 05'',16,2014,,,,
18,BRETAGNE - SECHE ENVIRONNEMENT,223h 02' 47'',+ 03h 34' 46'',16,2014,,,,
19,GARMIN - SHARP,223h 46' 43'',+ 04h 18' 42'',16,2014,,,,
20,ORICA GREENEDGE,224h 03' 00'',+ 04h 34' 59'',16,2014,,,,
21,TEAM GIANT-SHIMANO,224h 42' 30'',+ 05h 14' 29'',16,2014,,,,
22,CANNONDALE,224h 56' 29'',+ 05h 28' 28'',16,2014,,,,
1,AG2R LA MONDIALE,230h 20' 30'',-,17,2014,,,,
2,BELKIN PRO CYCLING,230h 49' 13'',+ 00h 28' 43'',17,2014,,,,
3,MOVISTAR TEAM,231h 13' 00'',+ 00h 52' 30'',17,2014,,,,
4,TEAM SKY,231h 17' 25'',+ 00h 56' 55'',17,2014,,,,
5,BMC RACING TEAM,231h 20' 03'',+ 00h 59' 33'',17,2014,,,,
6,TEAM EUROPCAR,231h 35' 08'',+ 01h 14' 38'',17,2014,,,,
7,ASTANA PRO TEAM,231h 41' 38'',+ 01h 21' 08'',17,2014,,,,
8,TREK FACTORY RACING,232h 09' 25'',+ 01h 48' 55'',17,2014,,,,
9,LAMPRE - MERIDA,232h 11' 42'',+ 01h 51' 12'',17,2014,,,,
10,FDJ.FR,232h 38' 38'',+ 02h 18' 08'',17,2014,,,,
11,OMEGA PHARMA-QUICK STEP,232h 51' 11'',+ 02h 30' 41'',17,2014,,,,
12,TINKOFF-SAXO,232h 56' 27'',+ 02h 35' 57'',17,2014,,,,
13,LOTTO-BELISOL,233h 04' 40'',+ 02h 44' 10'',17,2014,,,,
14,IAM CYCLING,233h 06' 15'',+ 02h 45' 45'',17,2014,,,,
15,TEAM NETAPP-ENDURA,233h 13' 04'',+ 02h 52' 34'',17,2014,,,,
16,"COFIDIS, SOLUTIONS CREDITS",233h 32' 29'',+ 03h 11' 59'',17,2014,,,,
17,TEAM KATUSHA,233h 43' 35'',+ 03h 23' 05'',17,2014,,,,
18,BRETAGNE - SECHE ENVIRONNEMENT,234h 28' 46'',+ 04h 08' 16'',17,2014,,,,
19,GARMIN - SHARP,235h 15' 33'',+ 04h 55' 03'',17,2014,,,,
20,ORICA GREENEDGE,235h 55' 50'',+ 05h 35' 20'',17,2014,,,,
21,CANNONDALE,236h 30' 31'',+ 06h 10' 01'',17,2014,,,,
22,TEAM GIANT-SHIMANO,236h 32' 32'',+ 06h 12' 02'',17,2014,,,,
1,AG2R LA MONDIALE,242h 40' 57'',-,18,2014,,,,
2,BELKIN PRO CYCLING,243h 09' 30'',+ 00h 28' 33'',18,2014,,,,
3,MOVISTAR TEAM,243h 46' 44'',+ 01h 05' 47'',18,2014,,,,
4,BMC RACING TEAM,243h 53' 22'',+ 01h 12' 25'',18,2014,,,,
5,TEAM EUROPCAR,244h 07' 47'',+ 01h 26' 50'',18,2014,,,,
6,TEAM SKY,244h 13' 43'',+ 01h 32' 46'',18,2014,,,,
7,ASTANA PRO TEAM,244h 20' 03'',+ 01h 39' 06'',18,2014,,,,
8,TREK FACTORY RACING,244h 46' 46'',+ 02h 05' 49'',18,2014,,,,
9,LAMPRE - MERIDA,245h 09' 59'',+ 02h 29' 02'',18,2014,,,,
10,FDJ.FR,245h 11' 17'',+ 02h 30' 20'',18,2014,,,,
11,TINKOFF-SAXO,245h 33' 39'',+ 02h 52' 42'',18,2014,,,,
12,IAM CYCLING,245h 56' 03'',+ 03h 15' 06'',18,2014,,,,
13,TEAM NETAPP-ENDURA,245h 59' 39'',+ 03h 18' 42'',18,2014,,,,
14,OMEGA PHARMA-QUICK STEP,246h 07' 19'',+ 03h 26' 22'',18,2014,,,,
15,LOTTO-BELISOL,246h 11' 30'',+ 03h 30' 33'',18,2014,,,,
16,"COFIDIS, SOLUTIONS CREDITS",246h 15' 07'',+ 03h 34' 10'',18,2014,,,,
17,TEAM KATUSHA,246h 40' 35'',+ 03h 59' 38'',18,2014,,,,
18,BRETAGNE - SECHE ENVIRONNEMENT,247h 25' 02'',+ 04h 44' 05'',18,2014,,,,
19,GARMIN - SHARP,248h 25' 27'',+ 05h 44' 30'',18,2014,,,,
20,ORICA GREENEDGE,249h 41' 44'',+ 07h 00' 47'',18,2014,,,,
21,CANNONDALE,249h 52' 36'',+ 07h 11' 39'',18,2014,,,,
22,TEAM GIANT-SHIMANO,250h 16' 44'',+ 07h 35' 47'',18,2014,,,,
1,AG2R LA MONDIALE,256h 52' 21'',-,19,2014,,,,
2,BELKIN PRO CYCLING,257h 20' 54'',+ 00h 28' 33'',19,2014,,,,
3,MOVISTAR TEAM,257h 58' 08'',+ 01h 05' 47'',19,2014,,,,
4,BMC RACING TEAM,258h 04' 46'',+ 01h 12' 25'',19,2014,,,,
5,TEAM EUROPCAR,258h 20' 10'',+ 01h 27' 49'',19,2014,,,,
6,TEAM SKY,258h 30' 58'',+ 01h 38' 37'',19,2014,,,,
7,ASTANA PRO TEAM,258h 31' 27'',+ 01h 39' 06'',19,2014,,,,
8,TREK FACTORY RACING,258h 58' 10'',+ 02h 05' 49'',19,2014,,,,
9,LAMPRE - MERIDA,259h 21' 23'',+ 02h 29' 02'',19,2014,,,,
10,FDJ.FR,259h 22' 41'',+ 02h 30' 20'',19,2014,,,,
11,TINKOFF-SAXO,259h 45' 03'',+ 02h 52' 42'',19,2014,,,,
12,IAM CYCLING,260h 14' 32'',+ 03h 22' 11'',19,2014,,,,
13,OMEGA PHARMA-QUICK STEP,260h 18' 43'',+ 03h 26' 22'',19,2014,,,,
14,TEAM NETAPP-ENDURA,260h 20' 34'',+ 03h 28' 13'',19,2014,,,,
15,LOTTO-BELISOL,260h 22' 54'',+ 03h 30' 33'',19,2014,,,,
16,"COFIDIS, SOLUTIONS CREDITS",260h 26' 31'',+ 03h 34' 10'',19,2014,,,,
17,TEAM KATUSHA,260h 51' 59'',+ 03h 59' 38'',19,2014,,,,
18,BRETAGNE - SECHE ENVIRONNEMENT,261h 40' 28'',+ 04h 48' 07'',19,2014,,,,
19,GARMIN - SHARP,262h 39' 47'',+ 05h 47' 26'',19,2014,,,,
20,ORICA GREENEDGE,263h 54' 07'',+ 07h 01' 46'',19,2014,,,,
21,CANNONDALE,264h 08' 31'',+ 07h 16' 10'',19,2014,,,,
22,TEAM GIANT-SHIMANO,264h 33' 34'',+ 07h 41' 13'',19,2014,,,,
1,AG2R LA MONDIALE,260h 24' 10'',-,20,2014,,,,
2,BELKIN PRO CYCLING,260h 58' 54'',+ 00h 34' 44'',20,2014,,,,
3,MOVISTAR TEAM,261h 29' 54'',+ 01h 05' 44'',20,2014,,,,
4,BMC RACING TEAM,261h 32' 19'',+ 01h 08' 09'',20,2014,,,,
5,TEAM EUROPCAR,261h 59' 08'',+ 01h 34' 58'',20,2014,,,,
6,ASTANA PRO TEAM,261h 59' 47'',+ 01h 35' 37'',20,2014,,,,
7,TEAM SKY,262h 04' 44'',+ 01h 40' 34'',20,2014,,,,
8,TREK FACTORY RACING,262h 29' 59'',+ 02h 05' 49'',20,2014,,,,
9,FDJ.FR,262h 54' 39'',+ 02h 30' 29'',20,2014,,,,
10,LAMPRE - MERIDA,262h 57' 00'',+ 02h 32' 50'',20,2014,,,,
11,TINKOFF-SAXO,263h 23' 20'',+ 02h 59' 10'',20,2014,,,,
12,IAM CYCLING,263h 45' 34'',+ 03h 21' 24'',20,2014,,,,
13,TEAM NETAPP-ENDURA,263h 47' 49'',+ 03h 23' 39'',20,2014,,,,
14,OMEGA PHARMA-QUICK STEP,263h 50' 51'',+ 03h 26' 41'',20,2014,,,,
15,LOTTO-BELISOL,263h 59' 51'',+ 03h 35' 41'',20,2014,,,,
16,"COFIDIS, SOLUTIONS CREDITS",264h 01' 14'',+ 03h 37' 04'',20,2014,,,,
17,TEAM KATUSHA,264h 26' 39'',+ 04h 02' 29'',20,2014,,,,
18,BRETAGNE - SECHE ENVIRONNEMENT,265h 16' 11'',+ 04h 52' 01'',20,2014,,,,
19,GARMIN - SHARP,266h 17' 16'',+ 05h 53' 06'',20,2014,,,,
20,ORICA GREENEDGE,267h 26' 19'',+ 07h 02' 09'',20,2014,,,,
21,CANNONDALE,267h 44' 36'',+ 07h 20' 26'',20,2014,,,,
22,TEAM GIANT-SHIMANO,268h 08' 56'',+ 07h 44' 46'',20,2014,,,,
1,AG2R LA MONDIALE,270h 27' 02'',-,21,2014,,,,
2,BELKIN PRO CYCLING,271h 01' 48'',+ 00h 34' 46'',21,2014,,,,
3,MOVISTAR TEAM,271h 33' 12'',+ 01h 06' 10'',21,2014,,,,
4,BMC RACING TEAM,271h 34' 53'',+ 01h 07' 51'',21,2014,,,,
5,TEAM EUROPCAR,272h 01' 59'',+ 01h 34' 57'',21,2014,,,,
6,ASTANA PRO TEAM,272h 03' 29'',+ 01h 36' 27'',21,2014,,,,
7,TEAM SKY,272h 07' 38'',+ 01h 40' 36'',21,2014,,,,
8,TREK FACTORY RACING,272h 33' 02'',+ 02h 06' 00'',21,2014,,,,
9,FDJ.FR,272h 57' 39'',+ 02h 30' 37'',21,2014,,,,
10,LAMPRE - MERIDA,272h 59' 48'',+ 02h 32' 46'',21,2014,,,,
11,TINKOFF-SAXO,273h 26' 38'',+ 02h 59' 36'',21,2014,,,,
12,IAM CYCLING,273h 48' 34'',+ 03h 21' 32'',21,2014,,,,
13,TEAM NETAPP-ENDURA,273h 51' 13'',+ 03h 24' 11'',21,2014,,,,
14,OMEGA PHARMA-QUICK STEP,273h 53' 36'',+ 03h 26' 34'',21,2014,,,,
15,LOTTO-BELISOL,274h 03' 09'',+ 03h 36' 07'',21,2014,,,,
16,"COFIDIS, SOLUTIONS CREDITS",274h 04' 14'',+ 03h 37' 12'',21,2014,,,,
17,TEAM KATUSHA,274h 29' 48'',+ 04h 02' 46'',21,2014,,,,
18,BRETAGNE - SECHE ENVIRONNEMENT,275h 19' 11'',+ 04h 52' 09'',21,2014,,,,
19,GARMIN - SHARP,276h 19' 56'',+ 05h 52' 54'',21,2014,,,,
20,ORICA GREENEDGE,277h 30' 48'',+ 07h 03' 46'',21,2014,,,,
21,CANNONDALE,277h 47' 39'',+ 07h 20' 37'',21,2014,,,,
22,TEAM GIANT-SHIMANO,278h 11' 47'',+ 07h 44' 45'',21,2014,,,,
1,TEAM LOTTO NL - JUMBO,00h 46' 06'',-,1,2015,,,,
2,TREK FACTORY RACING,00h 46' 09'',+ 00h 00' 03'',1,2015,,,,
3,BMC RACING TEAM,00h 46' 14'',+ 00h 00' 08'',1,2015,,,,
4,MOVISTAR TEAM,00h 46' 16'',+ 00h 00' 10'',1,2015,,,,
5,ETIXX-QUICK STEP,00h 46' 18'',+ 00h 00' 12'',1,2015,,,,
6,TEAM GIANT-ALPECIN,00h 46' 40'',+ 00h 00' 34'',1,2015,,,,
7,IAM CYCLING,00h 46' 46'',+ 00h 00' 40'',1,2015,,,,
8,TEAM SKY,00h 46' 54'',+ 00h 00' 48'',1,2015,,,,
9,ASTANA PRO TEAM,00h 47' 00'',+ 00h 00' 54'',1,2015,,,,
10,ORICA GREENEDGE,00h 47' 05'',+ 00h 00' 59'',1,2015,,,,
11,TINKOFF-SAXO,00h 47' 14'',+ 00h 01' 08'',1,2015,,,,
12,FDJ,00h 47' 16'',+ 00h 01' 10'',1,2015,,,,
13,MTN-QHUBEKA,00h 47' 40'',+ 00h 01' 34'',1,2015,,,,
14,TEAM CANNONDALE-GARMIN,00h 47' 52'',+ 00h 01' 46'',1,2015,,,,
15,LOTTO-SOUDAL,00h 48' 07'',+ 00h 02' 01'',1,2015,,,,
16,AG2R LA MONDIALE,00h 48' 17'',+ 00h 02' 11'',1,2015,,,,
17,BORA-ARGON 18,00h 48' 22'',+ 00h 02' 16'',1,2015,,,,
18,TEAM KATUSHA,00h 48' 27'',+ 00h 02' 21'',1,2015,,,,
19,LAMPRE - MERIDA,00h 48' 47'',+ 00h 02' 41'',1,2015,,,,
20,TEAM EUROPCAR,00h 49' 00'',+ 00h 02' 54'',1,2015,,,,
21,"COFIDIS, SOLUTIONS CREDITS",00h 49' 01'',+ 00h 02' 55'',1,2015,,,,
22,BRETAGNE - SECHE ENVIRONNEMENT,00h 49' 14'',+ 00h 03' 08'',1,2015,,,,
1,BMC RACING TEAM,11h 13' 27'',-,2,2015,,,,
2,ETIXX-QUICK STEP,11h 13' 31'',+ 00h 00' 04'',2,2015,,,,
3,TEAM SKY,11h 14' 18'',+ 00h 00' 51'',2,2015,,,,
4,TINKOFF-SAXO,11h 14' 31'',+ 00h 01' 04'',2,2015,,,,
5,TEAM GIANT-ALPECIN,11h 15' 17'',+ 00h 01' 50'',2,2015,,,,
6,LOTTO-SOUDAL,11h 15' 24'',+ 00h 01' 57'',2,2015,,,,
7,MOVISTAR TEAM,11h 17' 49'',+ 00h 04' 22'',2,2015,,,,
8,ASTANA PRO TEAM,11h 18' 33'',+ 00h 05' 06'',2,2015,,,,
9,FDJ,11h 18' 49'',+ 00h 05' 22'',2,2015,,,,
10,MTN-QHUBEKA,11h 19' 13'',+ 00h 05' 46'',2,2015,,,,
11,TEAM CANNONDALE-GARMIN,11h 19' 25'',+ 00h 05' 58'',2,2015,,,,
12,TREK FACTORY RACING,11h 19' 50'',+ 00h 06' 23'',2,2015,,,,
13,AG2R LA MONDIALE,11h 19' 50'',+ 00h 06' 23'',2,2015,,,,
14,BORA-ARGON 18,11h 19' 55'',+ 00h 06' 28'',2,2015,,,,
15,TEAM KATUSHA,11h 20' 00'',+ 00h 06' 33'',2,2015,,,,
16,LAMPRE - MERIDA,11h 20' 20'',+ 00h 06' 53'',2,2015,,,,
17,"COFIDIS, SOLUTIONS CREDITS",11h 20' 34'',+ 00h 07' 07'',2,2015,,,,
18,TEAM LOTTO NL - JUMBO,11h 21' 15'',+ 00h 07' 48'',2,2015,,,,
19,IAM CYCLING,11h 21' 55'',+ 00h 08' 28'',2,2015,,,,
20,BRETAGNE - SECHE ENVIRONNEMENT,11h 24' 23'',+ 00h 10' 56'',2,2015,,,,
21,ORICA GREENEDGE,11h 25' 50'',+ 00h 12' 23'',2,2015,,,,
22,TEAM EUROPCAR,11h 31' 21'',+ 00h 17' 54'',2,2015,,,,
1,BMC RACING TEAM,21h 35' 52'',-,3,2015,,,,
2,ETIXX-QUICK STEP,21h 36' 19'',+ 00h 00' 27'',3,2015,,,,
3,TEAM SKY,21h 37' 35'',+ 00h 01' 43'',3,2015,,,,
4,TINKOFF-SAXO,21h 37' 36'',+ 00h 01' 44'',3,2015,,,,
5,MOVISTAR TEAM,21h 40' 26'',+ 00h 04' 34'',3,2015,,,,
6,TEAM GIANT-ALPECIN,21h 40' 55'',+ 00h 05' 03'',3,2015,,,,
7,TEAM CANNONDALE-GARMIN,21h 41' 32'',+ 00h 05' 40'',3,2015,,,,
8,AG2R LA MONDIALE,21h 41' 36'',+ 00h 05' 44'',3,2015,,,,
9,TREK FACTORY RACING,21h 42' 17'',+ 00h 06' 25'',3,2015,,,,
10,ASTANA PRO TEAM,21h 42' 27'',+ 00h 06' 35'',3,2015,,,,
11,MTN-QHUBEKA,21h 42' 45'',+ 00h 06' 53'',3,2015,,,,
12,TEAM KATUSHA,21h 43' 00'',+ 00h 07' 08'',3,2015,,,,
13,LOTTO-SOUDAL,21h 43' 36'',+ 00h 07' 44'',3,2015,,,,
14,"COFIDIS, SOLUTIONS CREDITS",21h 43' 39'',+ 00h 07' 47'',3,2015,,,,
15,FDJ,21h 45' 20'',+ 00h 09' 28'',3,2015,,,,
16,BORA-ARGON 18,21h 45' 21'',+ 00h 09' 29'',3,2015,,,,
17,TEAM LOTTO NL - JUMBO,21h 45' 43'',+ 00h 09' 51'',3,2015,,,,
18,IAM CYCLING,21h 48' 52'',+ 00h 13' 00'',3,2015,,,,
19,BRETAGNE - SECHE ENVIRONNEMENT,21h 49' 23'',+ 00h 13' 31'',3,2015,,,,
20,LAMPRE - MERIDA,21h 52' 44'',+ 00h 16' 52'',3,2015,,,,
21,ORICA GREENEDGE,21h 53' 56'',+ 00h 18' 04'',3,2015,,,,
22,TEAM EUROPCAR,21h 55' 14'',+ 00h 19' 22'',3,2015,,,,
1,BMC RACING TEAM,38h 02' 55'',-,4,2015,,,,
2,ETIXX-QUICK STEP,38h 03' 19'',+ 00h 00' 24'',4,2015,,,,
3,TINKOFF-SAXO,38h 04' 39'',+ 00h 01' 44'',4,2015,,,,
4,TEAM SKY,38h 05' 26'',+ 00h 02' 31'',4,2015,,,,
5,TEAM GIANT-ALPECIN,38h 08' 38'',+ 00h 05' 43'',4,2015,,,,
6,AG2R LA MONDIALE,38h 08' 39'',+ 00h 05' 44'',4,2015,,,,
7,MOVISTAR TEAM,38h 10' 10'',+ 00h 07' 15'',4,2015,,,,
8,"COFIDIS, SOLUTIONS CREDITS",38h 10' 42'',+ 00h 07' 47'',4,2015,,,,
9,TEAM KATUSHA,38h 10' 51'',+ 00h 07' 56'',4,2015,,,,
10,TEAM CANNONDALE-GARMIN,38h 11' 55'',+ 00h 09' 00'',4,2015,,,,
11,ASTANA PRO TEAM,38h 12' 50'',+ 00h 09' 55'',4,2015,,,,
12,LOTTO-SOUDAL,38h 14' 47'',+ 00h 11' 52'',4,2015,,,,
13,TREK FACTORY RACING,38h 16' 00'',+ 00h 13' 05'',4,2015,,,,
14,MTN-QHUBEKA,38h 16' 28'',+ 00h 13' 33'',4,2015,,,,
15,TEAM LOTTO NL - JUMBO,38h 16' 54'',+ 00h 13' 59'',4,2015,,,,
16,IAM CYCLING,38h 18' 35'',+ 00h 15' 40'',4,2015,,,,
17,BORA-ARGON 18,38h 19' 58'',+ 00h 17' 03'',4,2015,,,,
18,FDJ,38h 23' 07'',+ 00h 20' 12'',4,2015,,,,
19,LAMPRE - MERIDA,38h 25' 47'',+ 00h 22' 52'',4,2015,,,,
20,TEAM EUROPCAR,38h 25' 52'',+ 00h 22' 57'',4,2015,,,,
21,BRETAGNE - SECHE ENVIRONNEMENT,38h 26' 34'',+ 00h 23' 39'',4,2015,,,,
22,ORICA GREENEDGE,38h 36' 04'',+ 00h 33' 09'',4,2015,,,,
1,BMC RACING TEAM,51h 59' 55'',-,5,2015,,,,
2,ETIXX-QUICK STEP,52h 00' 19'',+ 00h 00' 24'',5,2015,,,,
3,TINKOFF-SAXO,52h 01' 39'',+ 00h 01' 44'',5,2015,,,,
4,TEAM SKY,52h 03' 09'',+ 00h 03' 14'',5,2015,,,,
5,AG2R LA MONDIALE,52h 05' 39'',+ 00h 05' 44'',5,2015,,,,
6,TEAM GIANT-ALPECIN,52h 05' 50'',+ 00h 05' 55'',5,2015,,,,
7,MOVISTAR TEAM,52h 07' 22'',+ 00h 07' 27'',5,2015,,,,
8,TEAM KATUSHA,52h 07' 51'',+ 00h 07' 56'',5,2015,,,,
